alpha,accuracy,precision,recall,f1,preparationTime
0.001,0.7555555555555555,0.7971988795518207,0.7111111111111111,0.7428735632183908,0.5236929548571685,0.0012725566667439933
0.01,0.7555555555555555,0.8112179487179487,0.6888888888888888,0.7384639016897081,0.5239942674715187,0.0012727211111470953
0.1,0.7555555555555555,0.8310185185185185,0.6666666666666666,0.7303863002787735,0.5301602525085746,0.001272807777826933
1.0,0.7666666666666666,0.8587962962962963,0.6666666666666666,0.7408326440584506,0.5569842834462114,0.0012728788889944554
10.0,0.6666666666666666,0.6638694638694639,0.7777777777777778,0.7066924066924067,0.3463346331200607,0.0012729466666415747
