fold,threshold,accuracy,precision,recall,f1,mcc
1,0.1,0.5263157894736842,0.5263157894736842,1.0,0.6896551724137931,0.0
1,0.2,0.5263157894736842,0.5263157894736842,1.0,0.6896551724137931,0.0
1,0.30000000000000004,0.6842105263157895,0.625,1.0,0.7692307692307693,0.45643546458763845
1,0.4,0.6842105263157895,0.625,1.0,0.7692307692307693,0.45643546458763845
1,0.5,0.6842105263157895,0.7,0.7,0.7,0.36666666666666664
1,0.6,0.631578947368421,0.7142857142857143,0.5,0.5882352941176471,0.2875273163926476
1,0.7000000000000001,0.631578947368421,0.8,0.4,0.5333333333333333,0.32756920994133026
1,0.8,0.631578947368421,1.0,0.3,0.46153846153846156,0.4107919181288746
1,0.9,0.5789473684210527,1.0,0.2,0.3333333333333333,0.32539568672798425
2,0.1,0.5263157894736842,0.5263157894736842,1.0,0.6896551724137931,0.0
2,0.2,0.631578947368421,0.6,0.9,0.72,0.2857738033247041
2,0.30000000000000004,0.6842105263157895,0.6428571428571429,0.9,0.75,0.3905632887762015
2,0.4,0.631578947368421,0.6153846153846154,0.8,0.6956521739130435,0.26257545381445874
2,0.5,0.7368421052631579,0.7272727272727273,0.8,0.7619047619047619,0.47193990372426947
2,0.6,0.631578947368421,0.7142857142857143,0.5,0.5882352941176471,0.2875273163926476
2,0.7000000000000001,0.5789473684210527,0.75,0.3,0.42857142857142855,0.23134069792952236
2,0.8,0.47368421052631576,1.0,0.0,0.0,0.0
2,0.9,0.47368421052631576,1.0,0.0,0.0,0.0
3,0.1,0.47368421052631576,0.47368421052631576,1.0,0.6428571428571429,0.0
3,0.2,0.5263157894736842,0.5,1.0,0.6666666666666666,0.22360679774997896
3,0.30000000000000004,0.7368421052631579,0.6666666666666666,0.8888888888888888,0.7619047619047619,0.5060480768510598
3,0.4,0.7894736842105263,0.7272727272727273,0.8888888888888888,0.8,0.5955432118425306
3,0.5,0.8421052631578947,0.8,0.8888888888888888,0.8421052631578947,0.6888888888888889
3,0.6,0.631578947368421,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.26257545381445874
3,0.7000000000000001,0.5789473684210527,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.16735967034880075
3,0.8,0.5263157894736842,0.5,0.1111111111111111,0.18181818181818182,0.018077538151554683
3,0.9,0.5789473684210527,1.0,0.1111111111111111,0.2,0.24845199749997662
4,0.1,0.47368421052631576,0.47368421052631576,1.0,0.6428571428571429,0.0
4,0.2,0.47368421052631576,0.47368421052631576,1.0,0.6428571428571429,0.0
4,0.30000000000000004,0.5789473684210527,0.5294117647058824,1.0,0.6923076923076923,0.32539568672798425
4,0.4,0.7894736842105263,0.6923076923076923,1.0,0.8181818181818182,0.6445033866354896
4,0.5,0.8421052631578947,0.75,1.0,0.8571428571428571,0.724568837309472
4,0.6,0.6842105263157895,0.7142857142857143,0.5555555555555556,0.625,0.3680349649825889
4,0.7000000000000001,0.5263157894736842,0.5,0.1111111111111111,0.18181818181818182,0.018077538151554683
4,0.8,0.5789473684210527,1.0,0.1111111111111111,0.2,0.24845199749997662
4,0.9,0.5789473684210527,1.0,0.1111111111111111,0.2,0.24845199749997662
5,0.1,0.5555555555555556,0.5294117647058824,1.0,0.6923076923076923,0.24253562503633297
5,0.2,0.6666666666666666,0.6,1.0,0.75,0.4472135954999579
5,0.30000000000000004,0.6111111111111112,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.2357022603955158
5,0.4,0.6666666666666666,0.6363636363636364,0.7777777777777778,0.7,0.34188172937891387
5,0.5,0.7222222222222222,0.75,0.6666666666666666,0.7058823529411765,0.4472135954999579
5,0.6,0.6111111111111112,0.75,0.3333333333333333,0.46153846153846156,0.2672612419124244
5,0.7000000000000001,0.6666666666666666,1.0,0.3333333333333333,0.5,0.4472135954999579
5,0.8,0.6666666666666666,1.0,0.3333333333333333,0.5,0.4472135954999579
5,0.9,0.5,1.0,0.0,0.0,0.0
