pca_n_components,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,accuracy,precision,recall,f1,mcc,preparationTime
57,gini,None,10,5,sqrt,0.6111111111111112,0.6,0.4666666666666666,0.508641975308642,0.21646315818086126,1.0263915266667027
64,gini,None,10,5,sqrt,nan,nan,nan,nan,nan,1.0263915966665889
50,gini,None,2,10,sqrt,0.5777777777777778,0.5955798587377535,0.48888888888888893,0.5163855752091046,0.1646132396478516,1.026391635555774
57,gini,None,2,10,sqrt,0.6,0.6060606060606061,0.48888888888888893,0.5327795159492213,0.20023523144326494,1.0263917122223776
64,gini,None,2,10,sqrt,nan,nan,nan,nan,nan,1.026391784444503
50,gini,None,5,10,sqrt,0.5555555555555555,0.5706349206349206,0.37777777777777777,0.45041526374859703,0.11337147844622109,1.0263918255552804
57,gini,None,5,10,sqrt,0.5777777777777778,0.6071428571428571,0.4222222222222222,0.49158249158249157,0.16235311036259104,1.0263918955551667
64,gini,None,5,10,sqrt,nan,nan,nan,nan,nan,1.0263919633334606
50,gini,None,10,10,sqrt,0.5,0.45714285714285713,0.26666666666666666,0.3172413793103448,-0.015084939081256993,1.0263920088887164
57,gini,None,10,10,sqrt,0.5,0.6666666666666666,0.19999999999999998,0.2492753623188406,0.0,1.0263920766663635
64,gini,None,10,10,sqrt,nan,nan,nan,nan,nan,1.0263921477773692
50,gini,None,2,1,log2,0.6333333333333333,0.6904761904761904,0.6222222222222222,0.6331417624521073,0.29095718698132317,1.0263921899999129
57,gini,None,2,1,log2,0.5666666666666667,0.609090909090909,0.35555555555555557,0.4384615384615385,0.1450999836776763,1.026392263333158
64,gini,None,2,1,log2,nan,nan,nan,nan,nan,1.0263923822223053
50,gini,None,5,1,log2,0.48888888888888893,0.4783549783549783,0.37777777777777777,0.4198054818744474,-0.024627906067870065,1.0263924266664415
57,gini,None,5,1,log2,0.6444444444444444,0.6621148459383753,0.5777777777777778,0.6039792603698151,0.2959946440518915,1.0263924988885669
64,gini,None,5,1,log2,nan,nan,nan,nan,nan,1.0263925677779804
50,gini,None,10,1,log2,0.6333333333333333,0.6385780885780886,0.6222222222222222,0.6194139194139194,0.27912952668153235,1.0263926088887578
57,gini,None,10,1,log2,0.6444444444444444,0.711965811965812,0.4666666666666666,0.5517460317460318,0.3067934449795681,1.026392678888644
64,gini,None,10,1,log2,nan,nan,nan,nan,nan,1.0263927466662912
50,gini,None,2,2,log2,0.5555555555555556,0.5626984126984127,0.5111111111111111,0.5345253299276288,0.11212668370361106,1.0263927877777153
57,gini,None,2,2,log2,0.5888888888888889,0.5793650793650794,0.5333333333333333,0.5422743173867611,0.18062630380669176,1.0263928577776016
64,gini,None,2,2,log2,nan,nan,nan,nan,nan,1.0263929277774877
50,gini,None,5,2,log2,0.5777777777777778,0.5966726084373143,0.5555555555555555,0.5704059829059829,0.15993039266644507,1.0263929677777923
57,gini,None,5,2,log2,0.6333333333333333,0.6696428571428571,0.5555555555555555,0.5943802292402186,0.2786779428008708,1.0263930388887983
64,gini,None,5,2,log2,nan,nan,nan,nan,nan,1.0263931066664453
50,gini,None,10,2,log2,0.5777777777777778,0.6248196248196248,0.37777777777777777,0.46736596736596736,0.16818109000657497,1.02639314666675
57,gini,None,10,2,log2,0.6333333333333333,0.7444444444444445,0.4222222222222222,0.5063492063492063,0.30462675405554157,1.0263932177777557
64,gini,None,10,2,log2,nan,nan,nan,nan,nan,1.0263932866665224
50,gini,None,2,5,log2,0.611111111111111,0.6243386243386243,0.6222222222222222,0.6213862765586904,0.22190032074977292,1.0263933277779467
57,gini,None,2,5,log2,0.6222222222222222,0.6058479532163742,0.6666666666666666,0.6326797385620915,0.2502889304576396,1.0263933955555937
64,gini,None,2,5,log2,nan,nan,nan,nan,nan,1.0263934644443604
50,gini,None,5,5,log2,0.6555555555555556,0.6672619047619048,0.6,0.6264441972562106,0.3144016939915275,1.026393504444665
57,gini,None,5,5,log2,0.5888888888888889,0.5846153846153846,0.6,0.5857142857142857,0.18397061002438134,1.0263935688889534
64,gini,None,5,5,log2,nan,nan,nan,nan,nan,1.026393632222122
50,gini,None,10,5,log2,0.5,0.49102564102564106,0.5111111111111111,0.49523809523809526,0.002295599146015667,1.0263936711113073
57,gini,None,10,5,log2,0.5,0.48677248677248675,0.35555555555555557,0.40613026819923376,-0.003949324178149795,1.0263937377778347
64,gini,None,10,5,log2,nan,nan,nan,nan,nan,1.0263938044443623
50,gini,None,2,10,log2,0.6111111111111112,0.6282828282828282,0.5111111111111111,0.5596581196581196,0.22537070060075867,1.0263938433335473
57,gini,None,2,10,log2,0.6111111111111112,0.6505827505827506,0.48888888888888893,0.5566300366300366,0.23071962994444506,1.026393912222314
64,gini,None,2,10,log2,nan,nan,nan,nan,nan,1.0263939811110807
50,gini,None,5,10,log2,0.5888888888888889,0.597979797979798,0.6000000000000001,0.5892551892551893,0.1873444259136632,1.0263940211107385
57,gini,None,5,10,log2,0.5444444444444444,0.5510567863509039,0.5111111111111111,0.5257515473032713,0.0918951854675013,1.0263940888890324
64,gini,None,5,10,log2,nan,nan,nan,nan,nan,1.0263941588889187
50,gini,None,10,10,log2,0.6,0.598343685300207,0.5111111111111111,0.5055821371610846,0.23643312187173024,1.0263941977774569
57,gini,None,10,10,log2,0.5333333333333333,0.6980056980056979,0.2888888888888889,0.34722222222222227,0.10856730477400463,1.026394264444631
64,gini,None,10,10,log2,nan,nan,nan,nan,nan,1.0263943322222784
50,gini,10,2,1,None,0.6777777777777777,0.6905839258780436,0.6666666666666666,0.6763136288998358,0.3578548856216497,1.0263943733330558
57,gini,10,2,1,None,0.6666666666666666,0.6650789870604111,0.7111111111111111,0.6829481792717087,0.33824056398513247,1.026394443332942
64,gini,10,2,1,None,nan,nan,nan,nan,nan,1.0263945144445945
50,gini,10,5,1,None,0.7222222222222222,0.7352941176470589,0.7111111111111111,0.7191358024691358,0.4495117810275231,1.026394555555372
57,gini,10,5,1,None,0.611111111111111,0.6058377896613191,0.6,0.5980665839536807,0.22425636176572936,1.0263946222218996
64,gini,10,5,1,None,nan,nan,nan,nan,nan,1.0263946877779542
50,gini,10,10,1,None,0.7333333333333334,0.735014619883041,0.7555555555555555,0.7383746808161735,0.47647434717556864,1.0263947288887316
57,gini,10,10,1,None,0.6444444444444445,0.6239035087719298,0.6666666666666666,0.6396092487174081,0.29503066252496296,1.026394798888618
64,gini,10,10,1,None,nan,nan,nan,nan,nan,1.0263948677773846
50,gini,10,2,2,None,0.6,0.617003367003367,0.5555555555555555,0.578088578088578,0.2045008334461416,1.0263949088888087
57,gini,10,2,2,None,0.6333333333333333,0.6412141779788838,0.6444444444444444,0.6406490015360983,0.2684664923698248,1.0263949777775754
64,gini,10,2,2,None,nan,nan,nan,nan,nan,1.0263950455552227
50,gini,10,5,2,None,0.6777777777777777,0.7182539682539683,0.6,0.6530438484461473,0.3620699884572975,1.0263950877777663
57,gini,10,5,2,None,0.6333333333333333,0.6547619047619048,0.6222222222222222,0.6339254615116684,0.26971338444416654,1.0263951522220547
64,gini,10,5,2,None,nan,nan,nan,nan,nan,1.0263952199997017
50,gini,10,10,2,None,0.7222222222222222,0.7352941176470589,0.7111111111111111,0.7191358024691358,0.4495117810275231,1.0263952600000064
57,gini,10,10,2,None,0.6,0.5949074074074074,0.6444444444444444,0.6177908113391984,0.20101557259249994,1.0263953299998927
64,gini,10,10,2,None,nan,nan,nan,nan,nan,1.026395394444181
50,gini,10,2,5,None,0.6666666666666666,0.7138528138528139,0.5555555555555555,0.6216799292661362,0.34319726909209763,1.0263954344444857
57,gini,10,2,5,None,0.6666666666666666,0.7138528138528139,0.5555555555555555,0.6216799292661362,0.34319726909209763,1.0263955033332524
64,gini,10,2,5,None,nan,nan,nan,nan,nan,1.0263955711108994
50,gini,10,5,5,None,0.6666666666666666,0.7138528138528139,0.5555555555555555,0.6216799292661362,0.34319726909209763,1.0263956122223237
57,gini,10,5,5,None,0.6,0.6252747252747253,0.5111111111111111,0.559408866995074,0.2054890986478748,1.0263956799999707
64,gini,10,5,5,None,nan,nan,nan,nan,nan,1.0263957455553787
50,gini,10,10,5,None,0.6,0.626984126984127,0.5333333333333333,0.5721072796934866,0.2056893028921963,1.0263957855556833
57,gini,10,10,5,None,0.6,0.6252747252747253,0.5111111111111111,0.559408866995074,0.2054890986478748,1.0263958511110913
64,gini,10,10,5,None,nan,nan,nan,nan,nan,1.0263959177776187
50,gini,10,2,10,None,0.6555555555555556,0.704970760233918,0.5777777777777778,0.5850017199862401,0.336213344579296,1.0263959566668037
57,gini,10,2,10,None,0.6444444444444444,0.7027777777777778,0.5333333333333333,0.5647613657800415,0.3100146812390917,1.026396024444451
64,gini,10,2,10,None,nan,nan,nan,nan,nan,1.0263960955554567
50,gini,10,5,10,None,0.6555555555555556,0.704970760233918,0.5777777777777778,0.5850017199862401,0.336213344579296,1.0263961388884733
57,gini,10,5,10,None,0.6444444444444444,0.7027777777777778,0.5333333333333333,0.5647613657800415,0.3100146812390917,1.0263962111112455
64,gini,10,5,10,None,nan,nan,nan,nan,nan,1.0263962866667296
50,gini,10,10,10,None,0.6555555555555556,0.704970760233918,0.5777777777777778,0.5850017199862401,0.336213344579296,1.026396329999746
57,gini,10,10,10,None,0.6444444444444444,0.7027777777777778,0.5333333333333333,0.5647613657800415,0.3100146812390917,1.026396401110752
64,gini,10,10,10,None,nan,nan,nan,nan,nan,1.026396471111285
50,gini,10,2,1,sqrt,0.5333333333333333,0.5305555555555556,0.5111111111111111,0.5187574671445639,0.06686485841525258,1.0263965166665407
57,gini,10,2,1,sqrt,0.5777777777777777,0.7309941520467835,0.39999999999999997,0.46341343554965847,0.20935679444321406,1.0263965855553074
64,gini,10,2,1,sqrt,nan,nan,nan,nan,nan,1.0263966555551935
50,gini,10,5,1,sqrt,0.5666666666666667,0.5888888888888889,0.4222222222222222,0.49086419753086413,0.13786229440440606,1.0263966966666178
57,gini,10,5,1,sqrt,0.6000000000000001,0.5662393162393162,0.48888888888888893,0.5120327700972862,0.1898858851190253,1.0263975188886332
64,gini,10,5,1,sqrt,nan,nan,nan,nan,nan,1.0263975966663565
50,gini,10,10,1,sqrt,0.6777777777777777,0.7015294646873594,0.6666666666666666,0.6768855690424318,0.36272726336993194,1.0263976411111395
57,gini,10,10,1,sqrt,0.6333333333333333,0.6306397306397306,0.6222222222222222,0.6198912198912199,0.2728373532594355,1.0263977111110256
64,gini,10,10,1,sqrt,nan,nan,nan,nan,nan,1.0263977822220316
50,gini,10,2,2,sqrt,0.6333333333333333,0.667989417989418,0.5777777777777778,0.603031817424621,0.2803127044886989,1.0263978244445753
57,gini,10,2,2,sqrt,0.5666666666666667,0.5808823529411765,0.5333333333333333,0.5407608695652174,0.1399415966291356,1.0263978922222223
64,gini,10,2,2,sqrt,nan,nan,nan,nan,nan,1.0263979599998694
50,gini,10,5,2,sqrt,0.5555555555555555,0.5692640692640693,0.39999999999999997,0.4586333207022862,0.11371498670534486,1.0263980011112936
57,gini,10,5,2,sqrt,0.5666666666666665,0.5824915824915825,0.35555555555555557,0.4374236874236874,0.13484805207326991,1.0263980722222994
64,gini,10,5,2,sqrt,nan,nan,nan,nan,nan,1.0263981422221857
50,gini,10,10,2,sqrt,0.4777777777777778,0.5186868686868688,0.3111111111111111,0.3599640125955916,-0.027691476709395535,1.0263981822218435
57,gini,10,10,2,sqrt,0.6222222222222221,0.6868686868686869,0.4444444444444444,0.529643196309863,0.2615631418585375,1.0263982522223765
64,gini,10,10,2,sqrt,nan,nan,nan,nan,nan,1.0263983211111432
50,gini,10,2,5,sqrt,0.6222222222222221,0.6426282051282052,0.5777777777777778,0.6062467997951869,0.24789358320632301,1.0263983599996815
57,gini,10,2,5,sqrt,0.6555555555555556,0.6666666666666666,0.6444444444444445,0.6396825396825397,0.3225757564590927,1.026398428889095
64,gini,10,2,5,sqrt,nan,nan,nan,nan,nan,1.0263984977778617
50,gini,10,5,5,sqrt,0.6444444444444444,0.6783882783882783,0.5555555555555555,0.6078489326765188,0.2954801171283999,1.026398538888639
57,gini,10,5,5,sqrt,0.6,0.6069139194139194,0.5777777777777778,0.5909211292971026,0.20089790035584346,1.0263986077774057
64,gini,10,5,5,sqrt,nan,nan,nan,nan,nan,1.0263986722223408
50,gini,10,10,5,sqrt,0.6444444444444444,0.6515837104072398,0.6222222222222222,0.6339285714285715,0.2914915440650687,1.026398714444238
57,gini,10,10,5,sqrt,0.611111111111111,0.6296296296296297,0.5777777777777778,0.5970819304152637,0.22680460581325723,1.026398784444124
64,gini,10,10,5,sqrt,nan,nan,nan,nan,nan,1.0263988544446572
50,gini,10,2,10,sqrt,0.7111111111111111,0.7346320346320346,0.7111111111111111,0.7122142225590501,0.4338551070019067,1.0263988955554346
57,gini,10,2,10,sqrt,0.5666666666666667,0.5851608187134503,0.5555555555555555,0.5562934851359899,0.14033998585960403,1.02639896777756
64,gini,10,2,10,sqrt,nan,nan,nan,nan,nan,1.0263990388885658
50,gini,10,5,10,sqrt,0.5444444444444445,0.5297619047619048,0.4444444444444445,0.4777611194402798,0.0833787301932516,1.02639907999999
57,gini,10,5,10,sqrt,0.5666666666666668,0.593073593073593,0.4222222222222222,0.48460734667631217,0.13998533357998155,1.0263991488887567
64,gini,10,5,10,sqrt,nan,nan,nan,nan,nan,1.0263992177775234
50,gini,10,10,10,sqrt,0.611111111111111,0.6825396825396827,0.4444444444444445,0.5079877215388408,0.24436358716492498,1.0263992622223062
57,gini,10,10,10,sqrt,0.5888888888888889,0.6185897435897436,0.4666666666666666,0.5258799171842651,0.1847864495622231,1.0263993344444315
64,gini,10,10,10,sqrt,nan,nan,nan,nan,nan,1.0263994022220788
50,gini,10,2,1,log2,0.5111111111111111,0.5111111111111111,0.4444444444444445,0.4657628175159732,0.022222222222222223,1.0263994411112638
57,gini,10,2,1,log2,0.6444444444444444,0.6698412698412698,0.5777777777777778,0.6157854406130268,0.2944790959067923,1.0263995100000305
64,gini,10,2,1,log2,nan,nan,nan,nan,nan,1.0263995788887972
50,gini,10,5,1,log2,0.6,0.6583333333333333,0.4666666666666666,0.5362318840579711,0.2174223389555485,1.0263996200002212
57,gini,10,5,1,log2,0.6555555555555556,0.7325396825396826,0.48888888888888893,0.5698726394378567,0.3348703777053868,1.0263996866667489
64,gini,10,5,1,log2,nan,nan,nan,nan,nan,1.026399754444396
50,gini,10,10,1,log2,0.6333333333333333,0.6724386724386724,0.5111111111111111,0.5760389036251105,0.27554136408815044,1.0263997944440537
57,gini,10,10,1,log2,0.5111111111111111,0.49059829059829063,0.3333333333333333,0.39015873015873015,0.014007322990091364,1.0263998644445869
64,gini,10,10,1,log2,nan,nan,nan,nan,nan,1.0263999366667123
50,gini,10,2,2,log2,0.7333333333333334,0.7291666666666666,0.7111111111111111,0.7062561094819159,0.4785354446774516,1.02639997666637
57,gini,10,2,2,log2,0.6111111111111112,0.6294261294261294,0.6444444444444444,0.6301769750045613,0.22179763365483743,1.026400044444664
64,gini,10,2,2,log2,nan,nan,nan,nan,nan,1.0264001155556697
50,gini,10,5,2,log2,0.5,0.4598039215686274,0.4444444444444444,0.4454710144927536,-0.011414688392710792,1.0264001566664471
57,gini,10,5,2,log2,0.6555555555555556,0.6771390374331552,0.6444444444444444,0.6541563275434242,0.31775440160585683,1.0264002233329745
64,gini,10,5,2,log2,nan,nan,nan,nan,nan,1.0264002944446273
50,gini,10,10,2,log2,0.5777777777777778,0.5823529411764706,0.4666666666666666,0.5051086956521739,0.1592525844118219,1.0264003344442851
57,gini,10,10,2,log2,0.5777777777777778,0.6285714285714286,0.39999999999999997,0.4727272727272727,0.17174805416521344,1.0264004022219322
64,gini,10,10,2,log2,nan,nan,nan,nan,nan,1.0264004699995792
50,gini,10,2,5,log2,0.6,0.5677527151211361,0.7111111111111111,0.6289760348583878,0.2159655361443021,1.0264005099998839
57,gini,10,2,5,log2,0.6666666666666666,0.6518518518518519,0.7333333333333333,0.6888888888888888,0.3369992402061614,1.0264005788886505
64,gini,10,2,5,log2,nan,nan,nan,nan,nan,1.026400651110776
50,gini,10,5,5,log2,0.5888888888888889,0.6294903926482873,0.4888888888888889,0.4966569003080159,0.19529556406111928,1.0264006911110806
57,gini,10,5,5,log2,0.6,0.6333333333333333,0.4222222222222222,0.4873706004140786,0.2111111111111111,1.0264007599998473
64,gini,10,5,5,log2,nan,nan,nan,nan,nan,1.0264008244441356
50,gini,10,10,5,log2,0.6666666666666666,0.743915343915344,0.5333333333333333,0.6157854406130269,0.3530930105347863,1.0264008666666793
57,gini,10,10,5,log2,0.611111111111111,0.6062091503267975,0.6222222222222222,0.6103395061728395,0.22474033289500142,1.0264009366665656
64,gini,10,10,5,log2,nan,nan,nan,nan,nan,1.026401006666452
50,gini,10,2,10,log2,0.5222222222222223,0.5231481481481483,0.5333333333333333,0.5240939864595778,0.04699568285047954,1.026401047777876
57,gini,10,2,10,log2,0.5333333333333333,0.5064935064935064,0.4222222222222222,0.4203814203814204,0.07423343465128451,1.0264011155555233
64,gini,10,2,10,log2,nan,nan,nan,nan,nan,1.02640118444429
50,gini,10,5,10,log2,0.48888888888888893,0.49292929292929294,0.3555555555555556,0.4126115859449193,-0.020524241450663904,1.026401225555714
57,gini,10,5,10,log2,0.5666666666666667,0.6636904761904762,0.37777777777777777,0.4511241446725318,0.16734439194408668,1.0264012955556003
64,gini,10,5,10,log2,nan,nan,nan,nan,nan,1.0264013677777257
50,gini,10,10,10,log2,0.5111111111111111,0.4823529411764706,0.35555555555555557,0.37934210526315787,0.0178312281745124,1.0264014088885032
57,gini,10,10,10,log2,0.6777777777777777,0.8015873015873015,0.4666666666666666,0.5802469135802469,0.3916064596476993,1.026401478889036
64,gini,10,10,10,log2,nan,nan,nan,nan,nan,1.0264015488889224
50,gini,30,2,1,None,0.7222222222222222,0.7555555555555555,0.7111111111111111,0.7223985890652557,0.45716827345941785,1.0264015899996997
57,gini,30,2,1,None,0.7000000000000001,0.6994047619047619,0.7111111111111111,0.7044864664441972,0.4008918628686366,1.026401659999586
64,gini,30,2,1,None,nan,nan,nan,nan,nan,1.0264017300001191
50,gini,30,5,1,None,0.6555555555555556,0.6552075375604788,0.6222222222222222,0.6337312113174183,0.31364475501755423,1.0264018177779184
57,gini,30,5,1,None,0.6222222222222221,0.6073343079922028,0.7111111111111111,0.6542656163149522,0.2481629885054711,1.0264018877778047
64,gini,30,5,1,None,nan,nan,nan,nan,nan,1.0264019922223977
50,gini,30,10,1,None,0.6444444444444444,0.6209893048128342,0.7555555555555555,0.6784546643417612,0.30170299449611476,1.0264023766665358
57,gini,30,10,1,None,0.6666666666666666,0.6438492063492064,0.7555555555555555,0.6923536439665471,0.34394986283590495,1.0264024511109002
64,gini,30,10,1,None,nan,nan,nan,nan,nan,1.0264025211107866
50,gini,30,2,2,None,0.7444444444444445,0.7791375291375292,0.6888888888888888,0.7269289849935011,0.4965311881095065,1.0264025644444499
57,gini,30,2,2,None,0.6444444444444444,0.6638176638176638,0.5555555555555555,0.5992063492063492,0.29231452862536095,1.026402634444336
64,gini,30,2,2,None,nan,nan,nan,nan,nan,1.0264027066664616
50,gini,30,5,2,None,0.6999999999999998,0.7277777777777779,0.688888888888889,0.6977072310405643,0.41180735229676646,1.0264027477778856
57,gini,30,5,2,None,0.6333333333333333,0.631398013750955,0.6000000000000001,0.6107427055702918,0.26910121469881687,1.026402817777772
64,gini,30,5,2,None,nan,nan,nan,nan,nan,1.0264028899998974
50,gini,30,10,2,None,0.611111111111111,0.6313131313131314,0.5333333333333333,0.5754985754985755,0.22639685508879018,1.0264029344440335
57,gini,30,10,2,None,0.611111111111111,0.6059941520467835,0.6666666666666666,0.6333544170356314,0.2232553405441217,1.026403005555686
64,gini,30,10,2,None,nan,nan,nan,nan,nan,1.0264030766666918
50,gini,30,2,5,None,0.6,0.626984126984127,0.5333333333333333,0.5721072796934866,0.2056893028921963,1.026403118888589
57,gini,30,2,5,None,0.6,0.6252747252747253,0.5111111111111111,0.559408866995074,0.2054890986478748,1.0264031844446435
64,gini,30,2,5,None,nan,nan,nan,nan,nan,1.0264032522222908
50,gini,30,5,5,None,0.6666666666666666,0.7138528138528139,0.5555555555555555,0.6216799292661362,0.34319726909209763,1.026403293333068
57,gini,30,5,5,None,0.6666666666666666,0.7138528138528139,0.5555555555555555,0.6216799292661362,0.34319726909209763,1.0264033622218347
64,gini,30,5,5,None,nan,nan,nan,nan,nan,1.0264034311112482
50,gini,30,10,5,None,0.6666666666666666,0.7138528138528139,0.5555555555555555,0.6216799292661362,0.34319726909209763,1.026403473333145
