n_estimators,max_depth,min_samples_split,min_samples_leaf,criterion,accuracy,std_accuracy,precision,std_precision,recall,std_recall,f1,std_f1,mcc,std_mcc,preparationTime
100,20,5,2,gini,0.8369026013309135,0.035207152222228075,0.49004385964912284,0.0609375490781976,0.888888888888889,0.09938079899999065,0.6309523809523809,0.07308057864478555,0.5774809402152311,0.09551559827805921,0.6626661465277519
200,20,5,2,gini,0.833393829401089,0.03708630995958918,0.4842105263157895,0.06420459420397817,0.888888888888889,0.09938079899999065,0.6262857142857142,0.07663110680795522,0.5720737235284339,0.10006341701713177,0.6626661673611428
50,20,10,2,gini,0.8369026013309135,0.04161733756284911,0.4917105263157895,0.07430728108443119,0.888888888888889,0.09938079899999065,0.6322857142857143,0.08450383399103067,0.5783557846602105,0.10812894583275832,0.6626661868055331
100,20,10,2,gini,0.833393829401089,0.03708630995958918,0.4842105263157895,0.06420459420397817,0.888888888888889,0.09938079899999065,0.6262857142857142,0.07663110680795522,0.5720737235284339,0.10006341701713177,0.6626662069444743
200,20,10,2,gini,0.833393829401089,0.03708630995958918,0.4842105263157895,0.06420459420397817,0.888888888888889,0.09938079899999065,0.6262857142857142,0.07663110680795522,0.5720737235284339,0.10006341701713177,0.6626662274305394
50,20,5,5,gini,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.6626662472222556
100,20,5,5,gini,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.6626662677083206
200,20,5,5,gini,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.6626662906250608
50,20,10,5,gini,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.6626663128472501
100,20,10,5,gini,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.6626663329860902
200,20,10,5,gini,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.6626663545139309
50,30,5,2,gini,0.8404113732607381,0.03964251513324423,0.49754385964912284,0.07088883546032407,0.888888888888889,0.09938079899999065,0.6369523809523809,0.08095271708613687,0.5837630013470078,0.10360730710049514,0.6626663763888954
100,30,5,2,gini,0.8369026013309135,0.035207152222228075,0.49004385964912284,0.0609375490781976,0.888888888888889,0.09938079899999065,0.6309523809523809,0.07308057864478555,0.5774809402152311,0.09551559827805921,0.6626663972222863
200,30,5,2,gini,0.833393829401089,0.03708630995958918,0.4842105263157895,0.06420459420397817,0.888888888888889,0.09938079899999065,0.6262857142857142,0.07663110680795522,0.5720737235284339,0.10006341701713177,0.6626664187500259
50,30,10,2,gini,0.8369026013309135,0.04161733756284911,0.4917105263157895,0.07430728108443119,0.888888888888889,0.09938079899999065,0.6322857142857143,0.08450383399103067,0.5783557846602105,0.10812894583275832,0.6626664385416411
100,30,10,2,gini,0.833393829401089,0.03708630995958918,0.4842105263157895,0.06420459420397817,0.888888888888889,0.09938079899999065,0.6262857142857142,0.07663110680795522,0.5720737235284339,0.10006341701713177,0.6626664590278071
200,30,10,2,gini,0.833393829401089,0.03708630995958918,0.4842105263157895,0.06420459420397817,0.888888888888889,0.09938079899999065,0.6262857142857142,0.07663110680795522,0.5720737235284339,0.10006341701713177,0.6626664784721975
50,30,5,5,gini,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.662666497569464
100,30,5,5,gini,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.6626665170138545
200,30,5,5,gini,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.6626665378472454
50,30,10,5,gini,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.6626665569444109
100,30,10,5,gini,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.6626665770833521
200,30,10,5,gini,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.6626666076389383
50,10,5,2,entropy,0.8404113732607381,0.03964251513324423,0.49754385964912284,0.07088883546032407,0.888888888888889,0.09938079899999065,0.6369523809523809,0.08095271708613687,0.5837630013470078,0.10360730710049514,0.6626666298611276
100,10,5,2,entropy,0.8369026013309135,0.035207152222228075,0.49004385964912284,0.0609375490781976,0.888888888888889,0.09938079899999065,0.6309523809523809,0.07308057864478555,0.5774809402152311,0.09551559827805921,0.6626666503471925
200,10,5,2,entropy,0.833393829401089,0.03708630995958918,0.4842105263157895,0.06420459420397817,0.888888888888889,0.09938079899999065,0.6262857142857142,0.07663110680795522,0.5720737235284339,0.10006341701713177,0.6626666715278083
50,10,10,2,entropy,0.8369630973986691,0.0367535394533189,0.4917105263157895,0.06561320586136864,0.9111111111111111,0.08314794192830981,0.6378241758241758,0.07282908978756433,0.5886023136627274,0.09228810951533765,0.6626666920138733
100,10,10,2,entropy,0.833393829401089,0.03708630995958918,0.4842105263157895,0.06420459420397817,0.888888888888889,0.09938079899999065,0.6262857142857142,0.07663110680795522,0.5720737235284339,0.10006341701713177,0.6626667125000394
200,10,10,2,entropy,0.833393829401089,0.03708630995958918,0.4842105263157895,0.06420459420397817,0.888888888888889,0.09938079899999065,0.6262857142857142,0.07663110680795522,0.5720737235284339,0.10006341701713177,0.6626667326388795
50,10,5,5,entropy,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.6626667524305958
100,10,5,5,entropy,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.662666772222211
200,10,5,5,entropy,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.6626667927083771
50,10,10,5,entropy,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.662666813541667
100,10,10,5,entropy,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.6626668329861585
200,10,10,5,entropy,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.6626668524305488
50,20,5,2,entropy,0.8404113732607381,0.03964251513324423,0.49754385964912284,0.07088883546032407,0.888888888888889,0.09938079899999065,0.6369523809523809,0.08095271708613687,0.5837630013470078,0.10360730710049514,0.6626668732639397
100,20,5,2,entropy,0.8369026013309135,0.035207152222228075,0.49004385964912284,0.0609375490781976,0.888888888888889,0.09938079899999065,0.6309523809523809,0.07308057864478555,0.5774809402152311,0.09551559827805921,0.6626668937500048
200,20,5,2,entropy,0.833393829401089,0.03708630995958918,0.4842105263157895,0.06420459420397817,0.888888888888889,0.09938079899999065,0.6262857142857142,0.07663110680795522,0.5720737235284339,0.10006341701713177,0.662666913541721
50,20,10,2,entropy,0.8369630973986691,0.0367535394533189,0.4917105263157895,0.06561320586136864,0.9111111111111111,0.08314794192830981,0.6378241758241758,0.07282908978756433,0.5886023136627274,0.09228810951533765,0.6626669333333363
100,20,10,2,entropy,0.833393829401089,0.03708630995958918,0.4842105263157895,0.06420459420397817,0.888888888888889,0.09938079899999065,0.6262857142857142,0.07663110680795522,0.5720737235284339,0.10006341701713177,0.6626669534722774
200,20,10,2,entropy,0.833393829401089,0.03708630995958918,0.4842105263157895,0.06420459420397817,0.888888888888889,0.09938079899999065,0.6262857142857142,0.07663110680795522,0.5720737235284339,0.10006341701713177,0.6626669732638928
50,20,5,5,entropy,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.6626669937500588
100,20,5,5,entropy,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.662667013541674
200,20,5,5,entropy,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.6626670322917158
50,20,10,5,entropy,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.6626670524305559
100,20,10,5,entropy,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.6626670725694971
200,20,10,5,entropy,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.6626670920138875
50,30,5,2,entropy,0.8404113732607381,0.03964251513324423,0.49754385964912284,0.07088883546032407,0.888888888888889,0.09938079899999065,0.6369523809523809,0.08095271708613687,0.5837630013470078,0.10360730710049514,0.6626671118056038
100,30,5,2,entropy,0.8369026013309135,0.035207152222228075,0.49004385964912284,0.0609375490781976,0.888888888888889,0.09938079899999065,0.6309523809523809,0.07308057864478555,0.5774809402152311,0.09551559827805921,0.6626671333333434
200,30,5,2,entropy,0.833393829401089,0.03708630995958918,0.4842105263157895,0.06420459420397817,0.888888888888889,0.09938079899999065,0.6262857142857142,0.07663110680795522,0.5720737235284339,0.10006341701713177,0.6626671524306099
50,30,10,2,entropy,0.8369630973986691,0.0367535394533189,0.4917105263157895,0.06561320586136864,0.9111111111111111,0.08314794192830981,0.6378241758241758,0.07282908978756433,0.5886023136627274,0.09228810951533765,0.6626671715277754
100,30,10,2,entropy,0.833393829401089,0.03708630995958918,0.4842105263157895,0.06420459420397817,0.888888888888889,0.09938079899999065,0.6262857142857142,0.07663110680795522,0.5720737235284339,0.10006341701713177,0.6626671909722669
200,30,10,2,entropy,0.833393829401089,0.03708630995958918,0.4842105263157895,0.06420459420397817,0.888888888888889,0.09938079899999065,0.6262857142857142,0.07663110680795522,0.5720737235284339,0.10006341701713177,0.6626672104166573
50,30,5,5,entropy,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.6626672298611488
100,30,5,5,entropy,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.6626672493055392
200,30,5,5,entropy,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.6626672697917052
50,30,10,5,entropy,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.6626675302083337
100,30,10,5,entropy,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.6626675559027717
200,30,10,5,entropy,0.8369026013309135,0.035207152222228075,0.49082817337461304,0.06065620638564997,0.9111111111111111,0.08314794192830981,0.6373626373626373,0.06996167460500792,0.5880802041444563,0.08976823243078158,0.6626675767361626
