n_estimators,max_depth,learning_rate,accuracy,std_accuracy,precision,std_precision,recall,std_recall,f1,std_f1,mcc,std_mcc,preparationTime
150,3,0.5,0.9548699334543255,0.017586988312746153,0.9636363636363636,0.07272727272727271,0.7555555555555554,0.1632993161855452,0.83109243697479,0.08055313331969731,0.8240424013915074,0.07649257052217,0.530347201388698
200,3,0.5,0.9548699334543255,0.017586988312746153,0.9636363636363636,0.07272727272727271,0.7555555555555554,0.1632993161855452,0.83109243697479,0.08055313331969731,0.8240424013915074,0.07649257052217,0.5303472343750602
100,5,0.5,0.9618874773139746,0.01277455800399133,0.9800000000000001,0.039999999999999994,0.7777777777777778,0.12171612389003693,0.8594736842105263,0.05528445704839408,0.8504974889213701,0.05454121051517017,0.5303472663193437
150,5,0.5,0.9618874773139746,0.01277455800399133,0.9800000000000001,0.039999999999999994,0.7777777777777778,0.12171612389003693,0.8594736842105263,0.05528445704839408,0.8504974889213701,0.05454121051517017,0.5303472999997515
200,5,0.5,0.9618874773139746,0.01277455800399133,0.9800000000000001,0.039999999999999994,0.7777777777777778,0.12171612389003693,0.8594736842105263,0.05528445704839408,0.8504974889213701,0.05454121051517017,0.5303473329861137
100,7,0.5,0.9618874773139746,0.01277455800399133,0.9800000000000001,0.039999999999999994,0.7777777777777778,0.12171612389003693,0.8594736842105263,0.05528445704839408,0.8504974889213701,0.05454121051517017,0.5303473649303972
150,7,0.5,0.9618874773139746,0.01277455800399133,0.9800000000000001,0.039999999999999994,0.7777777777777778,0.12171612389003693,0.8594736842105263,0.05528445704839408,0.8504974889213701,0.05454121051517017,0.5303473968750849
200,7,0.5,0.9618874773139746,0.01277455800399133,0.9800000000000001,0.039999999999999994,0.7777777777777778,0.12171612389003693,0.8594736842105263,0.05528445704839408,0.8504974889213701,0.05454121051517017,0.5303474302082678
100,10,0.5,0.9618874773139746,0.01277455800399133,0.9800000000000001,0.039999999999999994,0.7777777777777778,0.12171612389003693,0.8594736842105263,0.05528445704839408,0.8504974889213701,0.05454121051517017,0.5303474597219773
150,10,0.5,0.9618874773139746,0.01277455800399133,0.9800000000000001,0.039999999999999994,0.7777777777777778,0.12171612389003693,0.8594736842105263,0.05528445704839408,0.8504974889213701,0.05454121051517017,0.5303474868055168
200,10,0.5,0.9618874773139746,0.01277455800399133,0.9800000000000001,0.039999999999999994,0.7777777777777778,0.12171612389003693,0.8594736842105263,0.05528445704839408,0.8504974889213701,0.05454121051517017,0.5303475284720965
