n_estimators,max_depth,min_samples_split,min_samples_leaf,criterion,accuracy,std_accuracy,precision,std_precision,recall,std_recall,f1,std_f1,mcc,std_mcc,preparationTime
200,30,10,5,gini,0.9062310949788264,0.017932773354238443,0.95,0.09999999999999999,0.42222222222222217,0.08314794192830982,0.5813186813186814,0.09051103420647913,0.5954522888946391,0.09225515886955885,0.5512698850693091
50,10,5,2,entropy,0.9617664851784635,0.020420985102973584,0.9464285714285715,0.0658538889806635,0.7999999999999999,0.08314794192830981,0.8661764705882353,0.07299808027053445,0.8487345249535231,0.08319818066872256,0.5512699086806
100,10,5,2,entropy,0.9582577132486388,0.014069725911661935,0.975,0.049999999999999996,0.7555555555555554,0.08314794192830981,0.8479411764705882,0.05406967182963759,0.8354246195304793,0.056219446550524896,0.5512699347222628
200,10,5,2,entropy,0.9444041137326075,0.007298243207029339,0.9714285714285715,0.05714285714285716,0.6666666666666666,0.0,0.79,0.020000000000000018,0.7774820766817435,0.02998631611981377,0.5512699739582685
50,10,10,2,entropy,0.9409558378705384,0.013893564378423418,0.9178571428571429,0.06738557951469004,0.6888888888888889,0.08314794192830981,0.782563025210084,0.058318661754849024,0.7623084375972206,0.05917014872610777,0.5512699996527064
100,10,10,2,entropy,0.9444041137326075,0.013121372569903846,0.9714285714285715,0.05714285714285716,0.6666666666666666,0.07027283689263066,0.7878571428571428,0.054285714285714284,0.7766703682306667,0.05531140129417661,0.5512700281249434
200,10,10,2,entropy,0.9306110102843317,0.015226032226192504,0.9714285714285715,0.05714285714285716,0.5777777777777777,0.10886621079036347,0.7161538461538461,0.08427905184493746,0.7144656656321049,0.07036471057710382,0.5512700569444051
50,10,5,5,entropy,0.9339382940108892,0.02046752831113452,0.9666666666666668,0.06666666666666665,0.6,0.11331154474650633,0.7342673992673994,0.09298245296249917,0.7287116073737152,0.08961510026032639,0.5512700864583167
100,10,5,5,entropy,0.9166969147005444,0.006589907497227446,0.9666666666666668,0.06666666666666665,0.48888888888888893,0.054433105395181765,0.6454212454212455,0.03974991931501987,0.6513236472561653,0.032395810486920945,0.5512701118055298
200,10,5,5,entropy,0.9131881427707199,0.015574653604385735,0.96,0.07999999999999999,0.4666666666666666,0.08314794192830983,0.6230769230769232,0.08308157437993759,0.6317664517981927,0.07644871278887697,0.5512701402777667
50,10,10,5,entropy,0.9339382940108892,0.02046752831113452,0.9666666666666668,0.06666666666666665,0.6,0.11331154474650633,0.7342673992673994,0.09298245296249917,0.7287116073737152,0.08961510026032639,0.5512701659722047
100,10,10,5,entropy,0.9166969147005444,0.006589907497227446,0.9666666666666668,0.06666666666666665,0.48888888888888893,0.054433105395181765,0.6454212454212455,0.03974991931501987,0.6513236472561653,0.032395810486920945,0.5512701920138675
200,10,10,5,entropy,0.9131881427707199,0.015574653604385735,0.96,0.07999999999999999,0.4666666666666666,0.08314794192830983,0.6230769230769232,0.08308157437993759,0.6317664517981927,0.07644871278887697,0.551270219097205
50,20,5,2,entropy,0.9582577132486388,0.01791848184932358,0.9019841269841269,0.05037651134145509,0.8222222222222222,0.08888888888888888,0.8584967320261437,0.06584460480989164,0.8365236574148588,0.07383256603602759,0.5512702465277672
100,20,5,2,entropy,0.9582577132486388,0.014069725911661935,0.95,0.06123724356957946,0.7777777777777777,0.07027283689263066,0.8526470588235293,0.050605332268242625,0.8359534537978549,0.05582512117396744,0.5512702722222053
200,20,5,2,entropy,0.9478523895946763,0.011292851378513708,0.9464285714285715,0.0658538889806635,0.711111111111111,0.054433105395181765,0.8097058823529413,0.04051570672405309,0.7923824600170304,0.046493094168020783,0.5512702972221936
50,20,10,2,entropy,0.940895341802783,0.014311635953116908,0.85,0.049999999999999996,0.7555555555555555,0.04444444444444447,0.8,0.04705882352941173,0.7672907492939598,0.0555892179289704,0.5512703229166315
100,20,10,2,entropy,0.9478523895946763,0.011292851378513708,0.9464285714285715,0.0658538889806635,0.711111111111111,0.054433105395181765,0.8097058823529413,0.04051570672405309,0.7923824600170304,0.046493094168020783,0.5512703475693949
200,20,10,2,entropy,0.9375075620084695,0.00843827986650342,0.9428571428571428,0.06998542122237654,0.6444444444444444,0.04444444444444442,0.7628571428571428,0.033012057166546704,0.7474352680464306,0.0366814010854088,0.5512703732638329
50,20,5,5,entropy,0.9304900181488203,0.01917295911276954,0.9666666666666668,0.06666666666666665,0.5777777777777778,0.10886621079036347,0.7171245421245421,0.08699170992129147,0.713528349854727,0.08374430192393299,0.5512704003471703
100,20,5,5,entropy,0.9166969147005444,0.006589907497227446,0.9666666666666668,0.06666666666666665,0.48888888888888893,0.054433105395181765,0.6454212454212455,0.03974991931501987,0.6513236472561653,0.032395810486920945,0.5512704263888332
200,20,5,5,entropy,0.9131881427707199,0.015574653604385735,0.96,0.07999999999999999,0.4666666666666666,0.08314794192830983,0.6230769230769232,0.08308157437993759,0.6317664517981927,0.07644871278887697,0.5512704541666203
50,20,10,5,entropy,0.9304900181488203,0.01917295911276954,0.9666666666666668,0.06666666666666665,0.5777777777777778,0.10886621079036347,0.7171245421245421,0.08699170992129147,0.713528349854727,0.08374430192393299,0.5512704791666087
100,20,10,5,entropy,0.9166969147005444,0.006589907497227446,0.9666666666666668,0.06666666666666665,0.48888888888888893,0.054433105395181765,0.6454212454212455,0.03974991931501987,0.6513236472561653,0.032395810486920945,0.5512705045138218
200,20,10,5,entropy,0.9131881427707199,0.015574653604385735,0.96,0.07999999999999999,0.4666666666666666,0.08314794192830983,0.6230769230769232,0.08308157437993759,0.6317664517981927,0.07644871278887697,0.5512705309027095
50,30,5,2,entropy,0.9582577132486388,0.01791848184932358,0.9019841269841269,0.05037651134145509,0.8222222222222222,0.08888888888888888,0.8584967320261437,0.06584460480989164,0.8365236574148588,0.07383256603602759,0.5512705555554729
100,30,5,2,entropy,0.9582577132486388,0.014069725911661935,0.95,0.06123724356957946,0.7777777777777777,0.07027283689263066,0.8526470588235293,0.050605332268242625,0.8359534537978549,0.05582512117396744,0.5512705815971357
200,30,5,2,entropy,0.9478523895946763,0.011292851378513708,0.9464285714285715,0.0658538889806635,0.711111111111111,0.054433105395181765,0.8097058823529413,0.04051570672405309,0.7923824600170304,0.046493094168020783,0.5512706059026742
50,30,10,2,entropy,0.940895341802783,0.014311635953116908,0.85,0.049999999999999996,0.7555555555555555,0.04444444444444447,0.8,0.04705882352941173,0.7672907492939598,0.0555892179289704,0.5512706315971122
100,30,10,2,entropy,0.9478523895946763,0.011292851378513708,0.9464285714285715,0.0658538889806635,0.711111111111111,0.054433105395181765,0.8097058823529413,0.04051570672405309,0.7923824600170304,0.046493094168020783,0.5512706559026507
200,30,10,2,entropy,0.9375075620084695,0.00843827986650342,0.9428571428571428,0.06998542122237654,0.6444444444444444,0.04444444444444442,0.7628571428571428,0.033012057166546704,0.7474352680464306,0.0366814010854088,0.5512706843748876
50,30,5,5,entropy,0.9304900181488203,0.01917295911276954,0.9666666666666668,0.06666666666666665,0.5777777777777778,0.10886621079036347,0.7171245421245421,0.08699170992129147,0.713528349854727,0.08374430192393299,0.5512707100693256
100,30,5,5,entropy,0.9166969147005444,0.006589907497227446,0.9666666666666668,0.06666666666666665,0.48888888888888893,0.054433105395181765,0.6454212454212455,0.03974991931501987,0.6513236472561653,0.032395810486920945,0.5512707357637636
200,30,5,5,entropy,0.9131881427707199,0.015574653604385735,0.96,0.07999999999999999,0.4666666666666666,0.08314794192830983,0.6230769230769232,0.08308157437993759,0.6317664517981927,0.07644871278887697,0.5512707611109767
50,30,10,5,entropy,0.9304900181488203,0.01917295911276954,0.9666666666666668,0.06666666666666665,0.5777777777777778,0.10886621079036347,0.7171245421245421,0.08699170992129147,0.713528349854727,0.08374430192393299,0.5512707854167174
100,30,10,5,entropy,0.9166969147005444,0.006589907497227446,0.9666666666666668,0.06666666666666665,0.48888888888888893,0.054433105395181765,0.6454212454212455,0.03974991931501987,0.6513236472561653,0.032395810486920945,0.5512708111111553
200,30,10,5,entropy,0.9131881427707199,0.015574653604385735,0.96,0.07999999999999999,0.4666666666666666,0.08314794192830983,0.6230769230769232,0.08308157437993759,0.6317664517981927,0.07644871278887697,0.551270837500043
