pca_n_components,C,kernel,accuracy,std_accuracy,precision,std_precision,recall,std_recall,f1,std_f1,mcc,std_mcc,preparationTime
150,0.01,linear,0.9130066545674531,0.04017075559450567,0.7488888888888889,0.16444444444444445,0.6444444444444445,0.22662308949301263,0.6788484030589294,0.19443393470396797,0.6409557609299869,0.20480438345303123,0.8746135423611526
150,0.01,rbf,0.8437386569872958,0.0013336604770144687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8746135833336868
150,0.01,poly,0.8437991530550516,0.010188874096346168,0.8,0.4000000000000001,0.02222222222222222,0.04444444444444444,0.04,0.08,0.05036820549570782,0.13097759822352237,0.8746136059028989
150,0.01,sigmoid,0.8437386569872958,0.0013336604770144687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8746136298614147
150,0.1,linear,0.8992135511191772,0.04049144217210942,0.7457142857142858,0.1848109900433855,0.5333333333333333,0.22662308949301263,0.6030364372469637,0.1880156015152789,0.5698240465689876,0.20161811721816436,0.874613646527804
150,0.1,rbf,0.8437386569872958,0.0013336604770144687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8746136690974203
150,0.1,poly,0.8402903811252269,0.006467705873395817,0.8,0.4000000000000001,0.0,0.0,0.0,0.0,-0.011353134489128948,0.022706268978257897,0.8746136833336399
150,0.1,sigmoid,0.8437386569872958,0.0013336604770144687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8746137031250529
150,1.0,linear,0.8992135511191772,0.04049144217210942,0.7457142857142858,0.1848109900433855,0.5333333333333333,0.22662308949301263,0.6030364372469637,0.1880156015152789,0.5698240465689876,0.20161811721816436,0.8746137180557222
150,1.0,rbf,0.8437386569872958,0.0013336604770144687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.874613739583664
150,1.0,poly,0.8506957047791893,0.008392616667078271,0.9333333333333332,0.13333333333333336,0.06666666666666667,0.08888888888888889,0.10666666666666666,0.13727506854649335,0.12770839334709919,0.15655555363350093,0.8746137534722543
