dt__criterion,dt__max_depth,dt__min_samples_split,dt__min_samples_leaf,dt__max_features,fold,threshold,accuracy,precision,recall,f1,mcc
gini,10,5,2,log2,1,0.4,0.8032786885245902,0.3333333333333333,0.2,0.25,0.151129634319607
gini,10,5,2,log2,1,0.5,0.8032786885245902,0.3333333333333333,0.2,0.25,0.151129634319607
gini,10,5,2,log2,1,0.6,0.8032786885245902,0.3333333333333333,0.2,0.25,0.151129634319607
gini,10,5,2,log2,1,0.7000000000000001,0.819672131147541,0.4,0.2,0.26666666666666666,0.19053220464898674
gini,10,5,2,log2,1,0.8,0.819672131147541,0.4,0.2,0.26666666666666666,0.19053220464898674
gini,10,5,2,log2,1,0.9,0.819672131147541,0.4,0.2,0.26666666666666666,0.19053220464898674
gini,10,5,2,log2,2,0.1,0.75,0.2727272727272727,0.3,0.2857142857142857,0.13483997249264842
gini,10,5,2,log2,2,0.2,0.75,0.2727272727272727,0.3,0.2857142857142857,0.13483997249264842
gini,10,5,2,log2,2,0.30000000000000004,0.75,0.2727272727272727,0.3,0.2857142857142857,0.13483997249264842
gini,10,5,2,log2,2,0.4,0.75,0.2727272727272727,0.3,0.2857142857142857,0.13483997249264842
gini,10,5,2,log2,2,0.5,0.75,0.2727272727272727,0.3,0.2857142857142857,0.13483997249264842
gini,10,5,2,log2,2,0.6,0.8,0.375,0.3,0.3333333333333333,0.2192645048267573
gini,10,5,2,log2,2,0.7000000000000001,0.7833333333333333,0.2,0.1,0.13333333333333333,0.02696799449852968
gini,10,5,2,log2,2,0.8,0.8,0.0,0.0,0.0,-0.08304547985373997
gini,10,5,2,log2,2,0.9,0.8,0.0,0.0,0.0,-0.08304547985373997
gini,10,5,2,log2,3,0.1,0.7666666666666667,0.3076923076923077,0.4444444444444444,0.36363636363636365,0.2322620011424027
gini,10,5,2,log2,3,0.2,0.7666666666666667,0.3076923076923077,0.4444444444444444,0.36363636363636365,0.2322620011424027
gini,10,5,2,log2,3,0.30000000000000004,0.8,0.36363636363636365,0.4444444444444444,0.4,0.28347736504678867
gini,10,5,2,log2,3,0.4,0.8,0.36363636363636365,0.4444444444444444,0.4,0.28347736504678867
gini,10,5,2,log2,3,0.5,0.8,0.36363636363636365,0.4444444444444444,0.4,0.28347736504678867
gini,10,5,2,log2,3,0.6,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
gini,10,5,2,log2,3,0.7000000000000001,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
gini,10,5,2,log2,3,0.8,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
gini,10,5,2,log2,3,0.9,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
gini,10,5,2,log2,4,0.1,0.7833333333333333,0.375,0.6666666666666666,0.48,0.3799802978286742
gini,10,5,2,log2,4,0.2,0.7833333333333333,0.375,0.6666666666666666,0.48,0.3799802978286742
gini,10,5,2,log2,4,0.30000000000000004,0.7833333333333333,0.375,0.6666666666666666,0.48,0.3799802978286742
gini,10,5,2,log2,4,0.4,0.7833333333333333,0.375,0.6666666666666666,0.48,0.3799802978286742
gini,10,5,2,log2,4,0.5,0.7833333333333333,0.375,0.6666666666666666,0.48,0.3799802978286742
gini,10,5,2,log2,4,0.6,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
gini,10,5,2,log2,4,0.7000000000000001,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
gini,10,5,2,log2,4,0.8,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
gini,10,5,2,log2,4,0.9,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
gini,10,5,2,log2,5,0.1,0.8166666666666667,0.3333333333333333,0.2222222222222222,0.26666666666666666,0.17114534360342343
gini,10,5,2,log2,5,0.2,0.8166666666666667,0.3333333333333333,0.2222222222222222,0.26666666666666666,0.17114534360342343
gini,10,5,2,log2,5,0.30000000000000004,0.8166666666666667,0.3333333333333333,0.2222222222222222,0.26666666666666666,0.17114534360342343
gini,10,5,2,log2,5,0.4,0.85,0.5,0.2222222222222222,0.3076923076923077,0.2619684159977919
gini,10,5,2,log2,5,0.5,0.85,0.5,0.2222222222222222,0.3076923076923077,0.2619684159977919
gini,10,5,2,log2,5,0.6,0.85,0.5,0.2222222222222222,0.3076923076923077,0.2619684159977919
gini,10,5,2,log2,5,0.7000000000000001,0.85,0.5,0.2222222222222222,0.3076923076923077,0.2619684159977919
gini,10,5,2,log2,5,0.8,0.85,0.5,0.2222222222222222,0.3076923076923077,0.2619684159977919
gini,10,5,2,log2,5,0.9,0.85,0.5,0.2222222222222222,0.3076923076923077,0.2619684159977919
entropy,10,5,2,,1,0.1,0.8360655737704918,0.5,0.3,0.375,0.29982169389212354
entropy,10,5,2,,1,0.2,0.8360655737704918,0.5,0.3,0.375,0.29982169389212354
entropy,10,5,2,,1,0.30000000000000004,0.8360655737704918,0.5,0.3,0.375,0.29982169389212354
entropy,10,5,2,,1,0.4,0.8360655737704918,0.5,0.3,0.375,0.29982169389212354
entropy,10,5,2,,1,0.5,0.8360655737704918,0.5,0.3,0.375,0.29982169389212354
entropy,10,5,2,,1,0.6,0.8524590163934426,0.6,0.3,0.4,0.3519553224766005
entropy,10,5,2,,1,0.7000000000000001,0.8524590163934426,0.6,0.3,0.4,0.3519553224766005
entropy,10,5,2,,1,0.8,0.8524590163934426,0.6,0.3,0.4,0.3519553224766005
entropy,10,5,2,,1,0.9,0.8524590163934426,0.6,0.3,0.4,0.3519553224766005
entropy,10,5,2,,2,0.1,0.8666666666666667,0.6666666666666666,0.4,0.5,0.4472135954999579
entropy,10,5,2,,2,0.2,0.8666666666666667,0.6666666666666666,0.4,0.5,0.4472135954999579
entropy,10,5,2,,2,0.30000000000000004,0.8666666666666667,0.6666666666666666,0.4,0.5,0.4472135954999579
entropy,10,5,2,,2,0.4,0.8666666666666667,0.6666666666666666,0.4,0.5,0.4472135954999579
entropy,10,5,2,,2,0.5,0.8666666666666667,0.6666666666666666,0.4,0.5,0.4472135954999579
entropy,10,5,2,,2,0.6,0.8666666666666667,0.75,0.3,0.42857142857142855,0.4183300132670377
entropy,10,5,2,,2,0.7000000000000001,0.8666666666666667,0.75,0.3,0.42857142857142855,0.4183300132670377
entropy,10,5,2,,2,0.8,0.8666666666666667,0.75,0.3,0.42857142857142855,0.4183300132670377
entropy,10,5,2,,2,0.9,0.8666666666666667,0.75,0.3,0.42857142857142855,0.4183300132670377
entropy,10,5,2,,3,0.1,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
entropy,10,5,2,,3,0.2,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
entropy,10,5,2,,3,0.30000000000000004,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
entropy,10,5,2,,3,0.4,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
entropy,10,5,2,,3,0.5,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
entropy,10,5,2,,3,0.6,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
entropy,10,5,2,,3,0.7000000000000001,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
entropy,10,5,2,,3,0.8,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
entropy,10,5,2,,3,0.9,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
entropy,10,5,2,,4,0.1,0.8666666666666667,0.5333333333333333,0.8888888888888888,0.6666666666666666,0.6198132639817399
entropy,10,5,2,,4,0.2,0.8666666666666667,0.5333333333333333,0.8888888888888888,0.6666666666666666,0.6198132639817399
entropy,10,5,2,,4,0.30000000000000004,0.8666666666666667,0.5333333333333333,0.8888888888888888,0.6666666666666666,0.6198132639817399
entropy,10,5,2,,4,0.4,0.8666666666666667,0.5333333333333333,0.8888888888888888,0.6666666666666666,0.6198132639817399
entropy,10,5,2,,4,0.5,0.8666666666666667,0.5333333333333333,0.8888888888888888,0.6666666666666666,0.6198132639817399
entropy,10,5,2,,4,0.6,0.8666666666666667,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.5721576125703091
entropy,10,5,2,,4,0.7000000000000001,0.8666666666666667,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.5721576125703091
entropy,10,5,2,,4,0.8,0.8666666666666667,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.5721576125703091
entropy,10,5,2,,4,0.9,0.8666666666666667,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.5721576125703091
entropy,10,5,2,,5,0.1,0.8166666666666667,0.375,0.3333333333333333,0.35294117647058826,0.24715576637149037
entropy,10,5,2,,5,0.2,0.8166666666666667,0.375,0.3333333333333333,0.35294117647058826,0.24715576637149037
entropy,10,5,2,,5,0.30000000000000004,0.8166666666666667,0.375,0.3333333333333333,0.35294117647058826,0.24715576637149037
entropy,10,5,2,,5,0.4,0.8166666666666667,0.375,0.3333333333333333,0.35294117647058826,0.24715576637149037
entropy,10,5,2,,5,0.5,0.8166666666666667,0.375,0.3333333333333333,0.35294117647058826,0.24715576637149037
entropy,10,5,2,,5,0.6,0.8166666666666667,0.375,0.3333333333333333,0.35294117647058826,0.24715576637149037
entropy,10,5,2,,5,0.7000000000000001,0.8333333333333334,0.4,0.2222222222222222,0.2857142857142857,0.21110016546037455
entropy,10,5,2,,5,0.8,0.8333333333333334,0.4,0.2222222222222222,0.2857142857142857,0.21110016546037455
entropy,10,5,2,,5,0.9,0.8333333333333334,0.4,0.2222222222222222,0.2857142857142857,0.21110016546037455
entropy,10,5,2,sqrt,1,0.1,0.8360655737704918,0.5,0.3,0.375,0.29982169389212354
entropy,10,5,2,sqrt,1,0.2,0.8360655737704918,0.5,0.3,0.375,0.29982169389212354
entropy,10,5,2,sqrt,1,0.30000000000000004,0.8360655737704918,0.5,0.3,0.375,0.29982169389212354
entropy,10,5,2,sqrt,1,0.4,0.8360655737704918,0.5,0.3,0.375,0.29982169389212354
entropy,10,5,2,sqrt,1,0.5,0.8360655737704918,0.5,0.3,0.375,0.29982169389212354
entropy,10,5,2,sqrt,1,0.6,0.8360655737704918,0.5,0.3,0.375,0.29982169389212354
entropy,10,5,2,sqrt,1,0.7000000000000001,0.8360655737704918,0.5,0.3,0.375,0.29982169389212354
entropy,10,5,2,sqrt,1,0.8,0.8360655737704918,0.5,0.3,0.375,0.29982169389212354
entropy,10,5,2,sqrt,1,0.9,0.8360655737704918,0.5,0.3,0.375,0.29982169389212354
entropy,10,5,2,sqrt,2,0.1,0.75,0.3076923076923077,0.4,0.34782608695652173,0.19901558056928348
entropy,10,5,2,sqrt,2,0.2,0.75,0.3076923076923077,0.4,0.34782608695652173,0.19901558056928348
entropy,10,5,2,sqrt,2,0.30000000000000004,0.75,0.3076923076923077,0.4,0.34782608695652173,0.19901558056928348
entropy,10,5,2,sqrt,2,0.4,0.75,0.3076923076923077,0.4,0.34782608695652173,0.19901558056928348
entropy,10,5,2,sqrt,2,0.5,0.75,0.3076923076923077,0.4,0.34782608695652173,0.19901558056928348
entropy,10,5,2,sqrt,2,0.6,0.8,0.4,0.4,0.4,0.28
entropy,10,5,2,sqrt,2,0.7000000000000001,0.8,0.4,0.4,0.4,0.28
entropy,10,5,2,sqrt,2,0.8,0.8,0.4,0.4,0.4,0.28
entropy,10,5,2,sqrt,2,0.9,0.8,0.4,0.4,0.4,0.28
entropy,10,5,2,sqrt,3,0.1,0.75,0.3125,0.5555555555555556,0.4,0.2744302150984869
entropy,10,5,2,sqrt,3,0.2,0.75,0.3125,0.5555555555555556,0.4,0.2744302150984869
entropy,10,5,2,sqrt,3,0.30000000000000004,0.75,0.3125,0.5555555555555556,0.4,0.2744302150984869
entropy,10,5,2,sqrt,3,0.4,0.8,0.38461538461538464,0.5555555555555556,0.45454545454545453,0.34556053828503813
entropy,10,5,2,sqrt,3,0.5,0.8,0.38461538461538464,0.5555555555555556,0.45454545454545453,0.34556053828503813
entropy,10,5,2,sqrt,3,0.6,0.8333333333333334,0.42857142857142855,0.3333333333333333,0.375,0.2835257867105283
entropy,10,5,2,sqrt,3,0.7000000000000001,0.8333333333333334,0.42857142857142855,0.3333333333333333,0.375,0.2835257867105283
entropy,10,5,2,sqrt,3,0.8,0.8333333333333334,0.42857142857142855,0.3333333333333333,0.375,0.2835257867105283
entropy,10,5,2,sqrt,3,0.9,0.8333333333333334,0.42857142857142855,0.3333333333333333,0.375,0.2835257867105283
entropy,10,5,2,sqrt,4,0.1,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
entropy,10,5,2,sqrt,4,0.2,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
entropy,10,5,2,sqrt,4,0.30000000000000004,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
entropy,10,5,2,sqrt,4,0.4,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
entropy,10,5,2,sqrt,4,0.5,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
entropy,10,5,2,sqrt,4,0.6,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
entropy,10,5,2,sqrt,4,0.7000000000000001,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48231869560964785
entropy,10,5,2,sqrt,4,0.8,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48231869560964785
entropy,10,5,2,sqrt,4,0.9,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48231869560964785
entropy,10,5,2,sqrt,5,0.1,0.75,0.25,0.3333333333333333,0.2857142857142857,0.14002800840280097
entropy,10,5,2,sqrt,5,0.2,0.75,0.25,0.3333333333333333,0.2857142857142857,0.14002800840280097
entropy,10,5,2,sqrt,5,0.30000000000000004,0.75,0.25,0.3333333333333333,0.2857142857142857,0.14002800840280097
entropy,10,5,2,sqrt,5,0.4,0.75,0.25,0.3333333333333333,0.2857142857142857,0.14002800840280097
entropy,10,5,2,sqrt,5,0.5,0.75,0.25,0.3333333333333333,0.2857142857142857,0.14002800840280097
entropy,10,5,2,sqrt,5,0.6,0.8166666666666667,0.375,0.3333333333333333,0.35294117647058826,0.24715576637149037
entropy,10,5,2,sqrt,5,0.7000000000000001,0.8333333333333334,0.42857142857142855,0.3333333333333333,0.375,0.2835257867105283
entropy,10,5,2,sqrt,5,0.8,0.8333333333333334,0.42857142857142855,0.3333333333333333,0.375,0.2835257867105283
entropy,10,5,2,sqrt,5,0.9,0.8333333333333334,0.42857142857142855,0.3333333333333333,0.375,0.2835257867105283
entropy,10,5,2,log2,1,0.1,0.7377049180327869,0.25,0.3,0.2727272727272727,0.11504474832710557
entropy,10,5,2,log2,1,0.2,0.7213114754098361,0.18181818181818182,0.2,0.19047619047619047,0.02265764736148083
entropy,10,5,2,log2,1,0.30000000000000004,0.7213114754098361,0.18181818181818182,0.2,0.19047619047619047,0.02265764736148083
entropy,10,5,2,log2,1,0.4,0.7213114754098361,0.18181818181818182,0.2,0.19047619047619047,0.02265764736148083
entropy,10,5,2,log2,1,0.5,0.7213114754098361,0.18181818181818182,0.2,0.19047619047619047,0.02265764736148083
entropy,10,5,2,log2,1,0.6,0.7540983606557377,0.2222222222222222,0.2,0.21052631578947367,0.06550010010520996
entropy,10,5,2,log2,1,0.7000000000000001,0.7540983606557377,0.2222222222222222,0.2,0.21052631578947367,0.06550010010520996
entropy,10,5,2,log2,1,0.8,0.7540983606557377,0.2222222222222222,0.2,0.21052631578947367,0.06550010010520996
entropy,10,5,2,log2,1,0.9,0.7540983606557377,0.2222222222222222,0.2,0.21052631578947367,0.06550010010520996
entropy,10,5,2,log2,2,0.1,0.8166666666666667,0.45454545454545453,0.5,0.47619047619047616,0.3659942110514743
entropy,10,5,2,log2,2,0.2,0.8166666666666667,0.45454545454545453,0.5,0.47619047619047616,0.3659942110514743
entropy,10,5,2,log2,2,0.30000000000000004,0.8166666666666667,0.45454545454545453,0.5,0.47619047619047616,0.3659942110514743
entropy,10,5,2,log2,2,0.4,0.8166666666666667,0.4444444444444444,0.4,0.42105263157894735,0.31311214554257477
entropy,10,5,2,log2,2,0.5,0.8166666666666667,0.4444444444444444,0.4,0.42105263157894735,0.31311214554257477
entropy,10,5,2,log2,2,0.6,0.8333333333333334,0.5,0.4,0.4444444444444444,0.35082320772281167
entropy,10,5,2,log2,2,0.7000000000000001,0.8166666666666667,0.42857142857142855,0.3,0.35294117647058826,0.25539990311691463
entropy,10,5,2,log2,2,0.8,0.8166666666666667,0.4,0.2,0.26666666666666666,0.18877596148970777
entropy,10,5,2,log2,2,0.9,0.8,0.25,0.1,0.14285714285714285,0.05976143046671968
entropy,10,5,2,log2,3,0.1,0.7833333333333333,0.3333333333333333,0.4444444444444444,0.38095238095238093,0.2567180154051351
entropy,10,5,2,log2,3,0.2,0.7833333333333333,0.3333333333333333,0.4444444444444444,0.38095238095238093,0.2567180154051351
