Accuracy,Std_Accuracy,Precision,Std_Precision,Recall,Std_Recall,F1,Std_F1,MCC,Std_MCC
0.9689050211736238,0.02283708529073118,0.9777777777777779,0.04444444444444447,0.8222222222222222,0.1507184440694504,0.8838702147525677,0.09553314040473408,0.8765497961604638,0.0940349585945032
