Accuracy,Std_Accuracy,Precision,Std_Precision,Recall,Std_Recall,F1,Std_F1,MCC,Std_MCC
0.955111917725348,0.04162577882117278,0.9199999999999999,0.16,0.8444444444444443,0.20608041101101565,0.8495475113122172,0.14433963596047805,0.8454298941250029,0.1399454710554278
