learning_rate,max_depth,n_estimators,threshold,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,mcc_mean,mcc_std
0.01,5,50,0.30000000000000004,0.8863276836158193,0.019888920133103158,0.7533333333333334,0.1403227572080744,0.3777777777777777,0.15600841111499192,0.48586511527688,0.12740347350909162,0.4731300545506746,0.12160306864506258
0.01,5,50,0.4,0.8628813559322034,0.012818492800549267,0.8,0.253546276418555,0.13333333333333333,0.04600437062282361,0.22545454545454546,0.07200944448092211,0.2850965653122765,0.10045645815075895
0.01,5,50,0.5,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,5,50,0.6,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,5,50,0.7000000000000001,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,5,50,0.8,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,5,50,0.9,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,5,100,0.1,0.5653107344632768,0.08183362080859184,0.2500167493796526,0.03210947791616517,0.9111111111111111,0.08606629658238704,0.39046394167423065,0.039359279810358645,0.30314942174483334,0.06413205735412936
0.01,5,100,0.2,0.8361581920903955,0.027358453407416668,0.475,0.05175491695067657,0.5777777777777777,0.11268723396380219,0.5128067226890756,0.04967204885627402,0.42546205443916846,0.05389864561280125
0.01,5,100,0.30000000000000004,0.8796045197740112,0.006742736412597076,0.6676190476190477,0.07662397932742013,0.4444444444444444,0.12598815766974242,0.5175978407557354,0.06519359694735884,0.47441206274400866,0.0494657622791423
0.01,5,100,0.4,0.8829943502824859,0.018588404690447664,0.8,0.19364916731037082,0.28888888888888886,0.09200874124564722,0.420979020979021,0.1250514240016948,0.43437173435263904,0.1380702319314031
0.01,5,100,0.5,0.8728813559322034,0.008874733374240093,0.9333333333333333,0.13801311186847087,0.17777777777777776,0.0563436169819011,0.2921212121212121,0.07869458345759725,0.3670889928447145,0.06390402038315077
0.01,5,100,0.6,0.8528248587570622,0.007235956388444748,1.0,0.0,0.02222222222222222,0.04600437062282361,0.04000000000000001,0.08280786712108251,0.06198231933063266,0.12831559157468833
0.01,5,100,0.7000000000000001,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,5,100,0.8,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,5,100,0.9,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,5,200,0.1,0.7661016949152543,0.06393218584412154,0.3770588235294118,0.07635090828695623,0.7777777777777778,0.10286889997472794,0.5061490233904027,0.08946695080889196,0.42096313216197695,0.1209122208412397
0.01,5,200,0.2,0.8494915254237287,0.02888669917644933,0.5111111111111112,0.06938886664887109,0.5777777777777777,0.08606629658238703,0.5368077055383557,0.057039414732422564,0.45319645298542277,0.06572777161603698
0.01,5,200,0.30000000000000004,0.8729378531073446,0.023233914367054857,0.6865079365079365,0.19339459279906848,0.4,0.056343616981901094,0.48786324786324786,0.03253673871689777,0.45037872972705145,0.06781620939191711
0.01,5,200,0.4,0.8896610169491525,0.017399780352892812,0.9,0.12677313820927752,0.31111111111111106,0.11268723396380219,0.4476923076923077,0.1408583756648079,0.47796855176032793,0.11293279825335509
0.01,5,200,0.5,0.8829378531073446,0.010941568649667954,0.9,0.12677313820927752,0.26666666666666666,0.09200874124564722,0.3973426573426574,0.11230790380210068,0.439143697978481,0.0779395271363107
0.01,5,200,0.6,0.8795480225988701,0.01343338407543268,1.0,0.0,0.2,0.08606629658238706,0.32545454545454544,0.11789175192180514,0.40992183059159687,0.09339009672743803
0.01,5,200,0.7000000000000001,0.8662146892655367,0.010950941515082468,1.0,0.0,0.1111111111111111,0.07273929674533079,0.19272727272727275,0.1193844899242553,0.27427174919398106,0.1515301758591318
0.01,5,200,0.8,0.8528248587570622,0.007235956388444753,1.0,0.0,0.02222222222222222,0.04600437062282361,0.04000000000000001,0.08280786712108251,0.06198231933063266,0.12831559157468833
0.01,5,200,0.9,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,5,300,0.1,0.7961016949152543,0.07870878331435865,0.42025641025641025,0.10073133532338727,0.7333333333333333,0.11728859175816611,0.5303030303030304,0.11122993122073899,0.44323428929729686,0.14340097624234466
0.01,5,300,0.2,0.8562146892655367,0.023212266554862162,0.5329365079365079,0.06783774636256477,0.5555555555555556,0.07273929674533079,0.5383347541915317,0.04126962243609377,0.45786238357618114,0.048352291792380805
0.01,5,300,0.30000000000000004,0.8829943502824859,0.030671923385629903,0.7298412698412698,0.2045017595467197,0.4444444444444444,0.0727392967453308,0.5365079365079365,0.07924026466592388,0.5014616658534944,0.10563792854962623
0.01,5,300,0.4,0.8929943502824859,0.01746922047015744,0.88,0.16561573424216505,0.3555555555555555,0.08606629658238703,0.49580419580419577,0.09489623117404358,0.5105275572528946,0.09284101183413086
0.01,5,300,0.5,0.886271186440678,0.017006159176578488,0.9,0.12677313820927752,0.28888888888888886,0.11728859175816614,0.42041958041958044,0.1413218323810042,0.45716176378000134,0.1076858820897612
0.01,5,300,0.6,0.886271186440678,0.013044609265574277,0.95,0.10350983390135315,0.26666666666666666,0.09200874124564722,0.40503496503496506,0.11800351865237284,0.4585496916052167,0.09001163448863736
0.01,5,300,0.7000000000000001,0.8661581920903955,0.016042540333998986,1.0,0.0,0.1111111111111111,0.10286889997472794,0.18545454545454546,0.1684991740772012,0.23879964827802955,0.20790971702333547
0.01,5,300,0.8,0.8628248587570622,0.013501946810750402,1.0,0.0,0.08888888888888888,0.08606629658238703,0.15272727272727274,0.14313078868028659,0.21237330313496378,0.1863065417004946
0.01,5,300,0.9,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,7,50,0.1,0.15050847457627117,0.0010526423786578374,0.15050847457627117,0.0010526423786578374,1.0,0.0,0.2616368286445013,0.0015883861979747258,0.0,0.0
0.01,7,50,0.2,0.8294915254237287,0.04658103132068949,0.4716666666666667,0.1028753290800731,0.6,0.09200874124564722,0.5193179025996363,0.07383777878875236,0.429881827156386,0.0901296317125953
0.01,7,50,0.30000000000000004,0.8863276836158193,0.019888920133103158,0.7533333333333334,0.1403227572080744,0.3777777777777777,0.15600841111499192,0.48586511527688,0.12740347350909162,0.4731300545506746,0.12160306864506258
0.01,7,50,0.4,0.8594915254237289,0.014229551301104914,0.8,0.253546276418555,0.1111111111111111,0.07273929674533079,0.18545454545454546,0.11926575842802511,0.22319811925325925,0.15256484444786733
0.01,7,50,0.5,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,7,50,0.6,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,7,50,0.7000000000000001,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,7,50,0.8,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,7,50,0.9,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,7,100,0.1,0.5653672316384182,0.08157037248430053,0.25003263403263404,0.031273415902685564,0.9111111111111111,0.08606629658238704,0.39042463139101796,0.0376759907545673,0.3033607046963939,0.06103991550002562
0.01,7,100,0.2,0.8361581920903955,0.027358453407416668,0.475,0.05175491695067657,0.5777777777777777,0.11268723396380219,0.5128067226890756,0.04967204885627402,0.42546205443916846,0.05389864561280125
0.01,7,100,0.30000000000000004,0.8829943502824859,0.01036501571830057,0.7176190476190476,0.1594115759112227,0.4444444444444444,0.12598815766974242,0.5252901484480431,0.05983094469282522,0.49389552447291923,0.054555936610490255
0.01,7,100,0.4,0.8829943502824859,0.018588404690447664,0.8,0.19364916731037082,0.28888888888888886,0.09200874124564722,0.420979020979021,0.1250514240016948,0.43437173435263904,0.1380702319314031
0.01,7,100,0.5,0.8728813559322034,0.008874733374240093,0.9333333333333333,0.13801311186847087,0.17777777777777776,0.0563436169819011,0.2921212121212121,0.07869458345759725,0.3670889928447145,0.06390402038315077
0.01,7,100,0.6,0.8528248587570622,0.007235956388444748,1.0,0.0,0.02222222222222222,0.04600437062282361,0.04000000000000001,0.08280786712108251,0.06198231933063266,0.12831559157468833
0.01,7,100,0.7000000000000001,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,7,100,0.8,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,7,100,0.9,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,7,200,0.1,0.7661016949152543,0.06393218584412154,0.3770588235294118,0.07635090828695623,0.7777777777777778,0.10286889997472794,0.5061490233904027,0.08946695080889196,0.42096313216197695,0.1209122208412397
0.01,7,200,0.2,0.8461016949152543,0.029974362400810764,0.502020202020202,0.07338566818219483,0.5777777777777777,0.08606629658238703,0.5315445476436189,0.05908081381206282,0.4463030965419284,0.06906121625303104
0.01,7,200,0.30000000000000004,0.8796610169491526,0.027347200701199892,0.706031746031746,0.1974089805012692,0.4444444444444444,0.0727392967453308,0.5281746031746032,0.06521024116958901,0.488744884608541,0.09019045563922808
0.01,7,200,0.4,0.886271186440678,0.017006159176578488,0.9,0.12677313820927752,0.28888888888888886,0.11728859175816614,0.42041958041958044,0.1413218323810042,0.45716176378000134,0.1076858820897612
0.01,7,200,0.5,0.8829378531073446,0.010941568649667954,0.9,0.12677313820927752,0.26666666666666666,0.09200874124564722,0.3973426573426574,0.11230790380210068,0.439143697978481,0.0779395271363107
0.01,7,200,0.6,0.8795480225988701,0.01343338407543268,1.0,0.0,0.2,0.08606629658238706,0.32545454545454544,0.11789175192180514,0.40992183059159687,0.09339009672743803
0.01,7,200,0.7000000000000001,0.8628248587570622,0.013501946810750402,1.0,0.0,0.08888888888888888,0.08606629658238703,0.15272727272727274,0.14313078868028659,0.21237330313496378,0.1863065417004946
0.01,7,200,0.8,0.8528248587570622,0.007235956388444753,1.0,0.0,0.02222222222222222,0.04600437062282361,0.04000000000000001,0.08280786712108251,0.06198231933063266,0.12831559157468833
0.01,7,200,0.9,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,7,300,0.1,0.7961016949152543,0.07870878331435865,0.42025641025641025,0.10073133532338727,0.7333333333333333,0.11728859175816611,0.5303030303030304,0.11122993122073899,0.44323428929729686,0.14340097624234466
0.01,7,300,0.2,0.8596045197740113,0.025447258414906103,0.5468253968253969,0.07811443752158961,0.5555555555555556,0.07273929674533079,0.5448707019039499,0.04612427991900353,0.4668387587111521,0.0549872406020015
0.01,7,300,0.30000000000000004,0.8863841807909605,0.03318478273754129,0.7698412698412699,0.23386260487094573,0.4444444444444444,0.0727392967453308,0.5452991452991452,0.08525308227459465,0.5189989267713339,0.11926732646200093
0.01,7,300,0.4,0.8896045197740112,0.017771995737837405,0.88,0.16561573424216505,0.3333333333333333,0.10286889997472792,0.46853146853146854,0.10930602327620673,0.48972076927256797,0.09441165573587608
0.01,7,300,0.5,0.886271186440678,0.017006159176578488,0.9,0.12677313820927752,0.28888888888888886,0.11728859175816614,0.42041958041958044,0.1413218323810042,0.45716176378000134,0.1076858820897612
0.01,7,300,0.6,0.8828813559322034,0.015972250597668797,0.95,0.10350983390135315,0.24444444444444444,0.11268723396380222,0.37230769230769234,0.14635035950116432,0.4321459805265644,0.10979051116873241
0.01,7,300,0.7000000000000001,0.8694915254237289,0.02067998375951324,1.0,0.0,0.13333333333333333,0.13412463602715943,0.21272727272727274,0.20492173182640822,0.25961472005888114,0.23269880729152223
0.01,7,300,0.8,0.8628248587570622,0.013501946810750402,1.0,0.0,0.08888888888888888,0.08606629658238703,0.15272727272727274,0.14313078868028659,0.21237330313496378,0.1863065417004946
0.01,7,300,0.9,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,10,50,0.1,0.15050847457627117,0.0010526423786578374,0.15050847457627117,0.0010526423786578374,1.0,0.0,0.2616368286445013,0.0015883861979747258,0.0,0.0
0.01,10,50,0.2,0.8294915254237287,0.04658103132068949,0.4716666666666667,0.1028753290800731,0.6,0.09200874124564722,0.5193179025996363,0.07383777878875236,0.429881827156386,0.0901296317125953
0.01,10,50,0.30000000000000004,0.8863276836158193,0.019888920133103158,0.7533333333333334,0.1403227572080744,0.3777777777777777,0.15600841111499192,0.48586511527688,0.12740347350909162,0.4731300545506746,0.12160306864506258
0.01,10,50,0.4,0.8594915254237289,0.014229551301104914,0.8,0.253546276418555,0.1111111111111111,0.07273929674533079,0.18545454545454546,0.11926575842802511,0.22319811925325925,0.15256484444786733
0.01,10,50,0.5,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,10,50,0.6,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,10,50,0.7000000000000001,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,10,50,0.8,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,10,50,0.9,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,10,100,0.1,0.5653672316384182,0.08157037248430053,0.25003263403263404,0.031273415902685564,0.9111111111111111,0.08606629658238704,0.39042463139101796,0.0376759907545673,0.3033607046963939,0.06103991550002562
0.01,10,100,0.2,0.8361581920903955,0.027358453407416668,0.475,0.05175491695067657,0.5777777777777777,0.11268723396380219,0.5128067226890756,0.04967204885627402,0.42546205443916846,0.05389864561280125
0.01,10,100,0.30000000000000004,0.8829943502824859,0.01036501571830057,0.7176190476190476,0.1594115759112227,0.4444444444444444,0.12598815766974242,0.5252901484480431,0.05983094469282522,0.49389552447291923,0.054555936610490255
0.01,10,100,0.4,0.8829943502824859,0.018588404690447664,0.8,0.19364916731037082,0.28888888888888886,0.09200874124564722,0.420979020979021,0.1250514240016948,0.43437173435263904,0.1380702319314031
0.01,10,100,0.5,0.8728813559322034,0.008874733374240093,0.9333333333333333,0.13801311186847087,0.17777777777777776,0.0563436169819011,0.2921212121212121,0.07869458345759725,0.3670889928447145,0.06390402038315077
0.01,10,100,0.6,0.8528248587570622,0.007235956388444748,1.0,0.0,0.02222222222222222,0.04600437062282361,0.04000000000000001,0.08280786712108251,0.06198231933063266,0.12831559157468833
0.01,10,100,0.7000000000000001,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,10,100,0.8,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,10,100,0.9,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,10,200,0.1,0.7661016949152543,0.06393218584412154,0.3770588235294118,0.07635090828695623,0.7777777777777778,0.10286889997472794,0.5061490233904027,0.08946695080889196,0.42096313216197695,0.1209122208412397
0.01,10,200,0.2,0.8461016949152543,0.029974362400810764,0.502020202020202,0.07338566818219483,0.5777777777777777,0.08606629658238703,0.5315445476436189,0.05908081381206282,0.4463030965419284,0.06906121625303104
0.01,10,200,0.30000000000000004,0.8796610169491526,0.027347200701199892,0.706031746031746,0.1974089805012692,0.4444444444444444,0.0727392967453308,0.5281746031746032,0.06521024116958901,0.488744884608541,0.09019045563922808
0.01,10,200,0.4,0.886271186440678,0.017006159176578488,0.9,0.12677313820927752,0.28888888888888886,0.11728859175816614,0.42041958041958044,0.1413218323810042,0.45716176378000134,0.1076858820897612
0.01,10,200,0.5,0.8829378531073446,0.010941568649667954,0.9,0.12677313820927752,0.26666666666666666,0.09200874124564722,0.3973426573426574,0.11230790380210068,0.439143697978481,0.0779395271363107
0.01,10,200,0.6,0.8795480225988701,0.01343338407543268,1.0,0.0,0.2,0.08606629658238706,0.32545454545454544,0.11789175192180514,0.40992183059159687,0.09339009672743803
0.01,10,200,0.7000000000000001,0.8628248587570622,0.013501946810750402,1.0,0.0,0.08888888888888888,0.08606629658238703,0.15272727272727274,0.14313078868028659,0.21237330313496378,0.1863065417004946
0.01,10,200,0.8,0.8528248587570622,0.007235956388444753,1.0,0.0,0.02222222222222222,0.04600437062282361,0.04000000000000001,0.08280786712108251,0.06198231933063266,0.12831559157468833
0.01,10,200,0.9,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,10,300,0.1,0.7961016949152543,0.07870878331435865,0.42025641025641025,0.10073133532338727,0.7333333333333333,0.11728859175816611,0.5303030303030304,0.11122993122073899,0.44323428929729686,0.14340097624234466
0.01,10,300,0.2,0.8596045197740113,0.025447258414906103,0.5468253968253969,0.07811443752158961,0.5555555555555556,0.07273929674533079,0.5448707019039499,0.04612427991900353,0.4668387587111521,0.0549872406020015
0.01,10,300,0.30000000000000004,0.8863841807909605,0.03318478273754129,0.7698412698412699,0.23386260487094573,0.4444444444444444,0.0727392967453308,0.5452991452991452,0.08525308227459465,0.5189989267713339,0.11926732646200093
0.01,10,300,0.4,0.8896045197740112,0.017771995737837405,0.88,0.16561573424216505,0.3333333333333333,0.10286889997472792,0.46853146853146854,0.10930602327620673,0.48972076927256797,0.09441165573587608
0.01,10,300,0.5,0.886271186440678,0.017006159176578488,0.9,0.12677313820927752,0.28888888888888886,0.11728859175816614,0.42041958041958044,0.1413218323810042,0.45716176378000134,0.1076858820897612
0.01,10,300,0.6,0.8828813559322034,0.015972250597668797,0.95,0.10350983390135315,0.24444444444444444,0.11268723396380222,0.37230769230769234,0.14635035950116432,0.4321459805265644,0.10979051116873241
0.01,10,300,0.7000000000000001,0.8694915254237289,0.02067998375951324,1.0,0.0,0.13333333333333333,0.13412463602715943,0.21272727272727274,0.20492173182640822,0.25961472005888114,0.23269880729152223
0.01,10,300,0.8,0.8628248587570622,0.013501946810750402,1.0,0.0,0.08888888888888888,0.08606629658238703,0.15272727272727274,0.14313078868028659,0.21237330313496378,0.1863065417004946
0.01,10,300,0.9,0.8494915254237287,0.0010526423786578363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,3,50,0.1,0.8429943502824859,0.06292320908631696,0.5058152373941848,0.11995746907584545,0.7333333333333333,0.09200874124564722,0.5945454545454545,0.11265834097052928,0.5189329145295895,0.138106464134528
0.1,3,50,0.2,0.8829943502824859,0.040682337672012736,0.6433333333333333,0.1480204476079333,0.6,0.11728859175816614,0.6095238095238095,0.10728763209444005,0.5489785711493412,0.127107434183395
0.1,3,50,0.30000000000000004,0.8763276836158193,0.02030060948228701,0.6942857142857143,0.18881246191021067,0.4222222222222222,0.08606629658238707,0.5052631578947369,0.048013610242643716,0.46833321668489886,0.0697508474130468
0.1,3,50,0.4,0.8963276836158192,0.012835023509284237,0.8666666666666667,0.16903085094570333,0.4,0.056343616981901094,0.5364102564102564,0.043688747726816884,0.5385019616724757,0.05849432400981029
0.1,3,50,0.5,0.886271186440678,0.020205372280330387,0.92,0.16561573424216502,0.28888888888888886,0.11728859175816614,0.42151848151848154,0.1435871670725324,0.46274607434465753,0.12044548608092318
0.1,3,50,0.6,0.8862146892655367,0.020615718901592247,0.95,0.10350983390135315,0.26666666666666666,0.13801311186847084,0.3953846153846154,0.17324899870901733,0.4501640463280847,0.13358824241462738
0.1,3,50,0.7000000000000001,0.8762146892655367,0.02095548041956519,0.9333333333333333,0.1380131118684709,0.2,0.1341246360271594,0.30666666666666664,0.1968804326536915,0.346736817075785,0.2077111759599076
0.1,3,50,0.8,0.8694915254237289,0.01756741612321265,1.0,0.0,0.13333333333333333,0.11268723396380219,0.2181818181818182,0.18439729194076726,0.2652259934210953,0.22415687680443627
0.1,3,50,0.9,0.8561581920903955,0.008933115353787737,1.0,0.0,0.04444444444444444,0.056343616981901094,0.08000000000000002,0.101418510567422,0.12396463866126532,0.15715386270067733
0.1,3,100,0.1,0.8663841807909605,0.06243914699394411,0.5731313131313132,0.16707362096598533,0.6666666666666666,0.10286889997472795,0.6125730994152047,0.14203769137195113,0.5381119033507892,0.17296996954585436
