dim,eps,avgFlakyTrain,avgNonFlakyTrain,avgFlakyTest,avgNonFlakyTest,precision,recall,accuracy,storage,preparationTime,predictionTime
0,0.1,45.43333333333333,45.43333333333333,1.5666666666666667,1.5666666666666667,0.7444444444444446,0.7833333333333333,0.7722222222222225,2928897,2.445474823354742,0.02700282581413085
0,0.3,45.43333333333333,45.43333333333333,1.5666666666666667,1.5666666666666667,0.7444444444444444,0.7166666666666667,0.7416666666666667,379617,0.5782799966419891,0.00644634817442064
0,0.5,45.43333333333333,45.43333333333333,1.5666666666666667,1.5666666666666667,0.5611111111111112,0.7,0.6500000000000001,164544,0.5138728633658801,0.005710920336681455
100,0.1,45.43333333333333,45.43333333333333,1.5666666666666667,1.5666666666666667,0.5611111111111112,0.65,0.6111111111111112,75808,0.5335481699944161,0.005914264922853847
100,0.3,45.43333333333333,45.43333333333333,1.5666666666666667,1.5666666666666667,0.4777777777777778,0.5833333333333334,0.5249999999999999,75808,0.5696520800391832,0.006348714728066484
100,0.5,45.43333333333333,45.43333333333333,1.5666666666666667,1.5666666666666667,0.6166666666666667,0.7,0.6277777777777779,75808,0.6187484033658017,0.006852151128718983
200,0.1,45.43333333333333,45.43333333333333,1.5666666666666667,1.5666666666666667,0.6444444444444444,0.7833333333333333,0.7194444444444447,151008,0.6569495133163097,0.007278363770256523
200,0.3,45.43333333333333,45.43333333333333,1.5666666666666667,1.5666666666666667,0.5944444444444446,0.7166666666666667,0.6555555555555557,151008,0.5442683133316073,0.006032937459087456
200,0.5,45.43333333333333,45.43333333333333,1.5666666666666667,1.5666666666666667,0.6722222222222223,0.7833333333333333,0.7027777777777778,151008,0.5112137566708653,0.005680076995955742
