alpha,accuracy,precision,recall,f1,preparationTime
0.01,0.7657930107526881,0.78998778998779,0.7458333333333332,0.7619644723093,0.003618370212782967
0.1,0.7654569892473119,0.8069561157796451,0.7236111111111111,0.7577380952380953,0.003618370212782967
1.0,0.7758736559139785,0.834733893557423,0.7236111111111111,0.7674382716049383,0.003618370212782967
10.0,0.6821236559139785,0.6532190635451505,0.8736111111111112,0.7386695906432749,0.003618370212782967
