alpha,accuracy,precision,recall,f1,preparationTime
0.01,0.8928571428571429,0.7887157287157287,0.9333333333333332,0.852461456671983,0.0009514422642853658
0.1,0.8714285714285716,0.745794205794206,0.9333333333333332,0.8279481311975591,0.0009514422642853658
1.0,0.8642857142857142,0.751948051948052,0.8911111111111112,0.8114795008912656,0.0009514422642853658
10.0,0.85,0.8283333333333334,0.7422222222222222,0.7616584035159887,0.0009514422642853658
