eta,max_depth,n_estimators,accuracy,precision,recall,f1,preparationTime
0.1,3,50,0.67002688172043,0.7305672268907563,0.5986111111111111,0.6322463768115941,0.008873948936215651
0.1,3,100,0.7130376344086021,0.7699074074074074,0.6402777777777778,0.6869444444444445,0.008873948936215651
0.1,3,200,0.7237903225806451,0.7736111111111111,0.6611111111111111,0.7043803418803418,0.008873948936215651
0.1,5,50,0.6596102150537634,0.7170868347338936,0.5986111111111111,0.6253019323671497,0.008873948936215651
0.1,5,100,0.7133736559139785,0.7601307189542483,0.6611111111111111,0.6974358974358975,0.008873948936215651
0.1,5,200,0.7452956989247311,0.7791666666666667,0.7027777777777778,0.735515873015873,0.008873948936215651
0.1,7,50,0.6596102150537634,0.7170868347338936,0.5986111111111111,0.6253019323671497,0.008873948936215651
0.1,7,100,0.7133736559139785,0.7601307189542483,0.6611111111111111,0.6974358974358975,0.008873948936215651
0.1,7,200,0.7452956989247311,0.7791666666666667,0.7027777777777778,0.735515873015873,0.008873948936215651
0.3,3,50,0.7022849462365591,0.7310606060606061,0.6611111111111111,0.687948028673835,0.008873948936215651
0.3,3,100,0.7022849462365591,0.7310606060606061,0.6611111111111111,0.687948028673835,0.008873948936215651
0.3,3,200,0.7022849462365591,0.7310606060606061,0.6611111111111111,0.687948028673835,0.008873948936215651
0.3,5,50,0.7237903225806451,0.7613636363636364,0.6819444444444445,0.7126393866985263,0.008873948936215651
0.3,5,100,0.7237903225806451,0.7613636363636364,0.6819444444444445,0.7126393866985263,0.008873948936215651
0.3,5,200,0.7237903225806451,0.7613636363636364,0.6819444444444445,0.7126393866985263,0.008873948936215651
0.3,7,50,0.7237903225806451,0.7613636363636364,0.6819444444444445,0.7126393866985263,0.008873948936215651
0.3,7,100,0.7237903225806451,0.7613636363636364,0.6819444444444445,0.7126393866985263,0.008873948936215651
0.3,7,200,0.7237903225806451,0.7613636363636364,0.6819444444444445,0.7126393866985263,0.008873948936215651
0.5,3,50,0.7019489247311829,0.7055322128851541,0.7013888888888888,0.701922450309547,0.008873948936215651
0.5,3,100,0.7019489247311829,0.7055322128851541,0.7013888888888888,0.701922450309547,0.008873948936215651
0.5,3,200,0.7019489247311829,0.7055322128851541,0.7013888888888888,0.701922450309547,0.008873948936215651
0.5,5,50,0.7342069892473119,0.7395676219205631,0.7458333333333332,0.7377220480668756,0.008873948936215651
0.5,5,100,0.7342069892473119,0.7395676219205631,0.7458333333333332,0.7377220480668756,0.008873948936215651
0.5,5,200,0.7342069892473119,0.7395676219205631,0.7458333333333332,0.7377220480668756,0.008873948936215651
0.5,7,50,0.7342069892473119,0.7395676219205631,0.7458333333333332,0.7377220480668756,0.008873948936215651
0.5,7,100,0.7342069892473119,0.7395676219205631,0.7458333333333332,0.7377220480668756,0.008873948936215651
0.5,7,200,0.7342069892473119,0.7395676219205631,0.7458333333333332,0.7377220480668756,0.008873948936215651
