alpha,accuracy,precision,recall,f1,preparationTime
0.01,0.9355459355459356,0.8055555555555557,0.7875,0.7956989247311826,0.0018710071185477457
0.1,0.9355459355459356,0.7937908496732026,0.8083333333333332,0.800260671228413,0.0018710071185477457
1.0,0.9355802927231499,0.8098972922502335,0.7875,0.796236559139785,0.0018710071185477457
10.0,0.9084037655466227,0.9523809523809524,0.4458333333333333,0.6036363636363636,0.0018710071185477457
