alpha,accuracy,precision,recall,f1,preparationTime
0.01,0.9389830508474576,0.8355555555555554,0.7688888888888888,0.79828001375989,0.0018429054237381255
0.1,0.9152542372881356,0.7228282828282828,0.7688888888888888,0.743859649122807,0.0018429054237381255
1.0,0.9186440677966102,0.7483333333333333,0.7488888888888888,0.7468111455108358,0.0018429054237381255
10.0,0.9084745762711866,0.95,0.4488888888888889,0.603956043956044,0.0018429054237381255
