alpha,accuracy,precision,recall,f1,preparationTime
0.01,0.8145235892691952,0.6936507936507935,0.8111111111111112,0.7411411411411412,0.0009170348214281278
0.1,0.8217699660807893,0.7059314954051796,0.8111111111111112,0.7489842783960431,0.0009170348214281278
1.0,0.8217699660807893,0.7036559931296774,0.8111111111111112,0.7445642503825486,0.0009170348214281278
10.0,0.8287079864323156,0.8277777777777778,0.6625,0.7168458781362007,0.0009170348214281278
