C,kernel,accuracy,precision,recall,f1,preparationTime
0.1,linear,0.8428571428571429,0.832857142857143,0.6799999999999999,0.7434795321637425,0.0008853595285732549
0.1,rbf,0.6642857142857144,0.0,0.0,0.0,0.0008853595285732549
0.1,poly,0.6642857142857144,0.2,0.02222222222222222,0.039999999999999994,0.0008853595285732549
0.1,sigmoid,0.6642857142857144,0.0,0.0,0.0,0.0008853595285732549
1.0,linear,0.8428571428571429,0.832857142857143,0.6799999999999999,0.7434795321637425,0.0008853595285732549
1.0,rbf,0.6785714285714286,0.4,0.10444444444444442,0.165034965034965,0.0008853595285732549
1.0,poly,0.6857142857142857,0.6,0.08444444444444445,0.14545454545454545,0.0008853595285732549
1.0,sigmoid,0.7,0.7333333333333333,0.1711111111111111,0.2717016317016317,0.0008853595285732549
10.0,linear,0.8428571428571429,0.832857142857143,0.6799999999999999,0.7434795321637425,0.0008853595285732549
10.0,rbf,0.7642857142857142,0.8095238095238095,0.42444444444444446,0.545266106442577,0.0008853595285732549
10.0,poly,0.6928571428571428,0.8666666666666668,0.1288888888888889,0.21878787878787875,0.0008853595285732549
10.0,sigmoid,0.65,0.48,0.4666666666666666,0.46763157894736834,0.0008853595285732549
