pca_n_components,n_estimators,max_depth,learning_rate,accuracy,std_accuracy,precision,std_precision,recall,std_recall,f1,std_f1,mcc,std_mcc,preparationTime
50,30,5,(2, {'gini'}),0.8777777777777777,0.05443310539518171,0.885,0.10198039027185568,0.888888888888889,0.07027283689263066,0.8810260946483857,0.05025384393594902,0.7675203899372506,0.10446267769194295,0.859178924444455
100,30,5,(2, {'gini'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.8591790022221782
200,30,5,(2, {'gini'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.8591790822223023
50,30,10,(2, {'gini'}),0.8777777777777779,0.06478835438717,0.885,0.10198039027185568,0.888888888888889,0.09938079899999065,0.8795555064130915,0.06256420625696514,0.7692943205807774,0.124334128841953,0.8591791577777864
100,30,10,(2, {'gini'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.8591792355555097
200,30,10,(2, {'gini'}),0.8666666666666666,0.06666666666666664,0.8605555555555556,0.08975962412720315,0.888888888888889,0.09938079899999065,0.8693989876652415,0.06615121529863335,0.7444674223983743,0.13227491088354154,0.8591793155556338
50,30,5,(5, {'gini'}),0.8555555555555555,0.056655772373253144,0.8604545454545456,0.09234770800379248,0.8666666666666666,0.0831479419283098,0.8576006191950464,0.051146419755190256,0.720718979003089,0.11301303248978471,0.8591793988889549
100,30,5,(5, {'gini'}),0.8666666666666666,0.06666666666666664,0.8604545454545456,0.09234770800379248,0.888888888888889,0.07027283689263066,0.8708359133126933,0.061459093225767765,0.7400596101595791,0.13132721860115973,0.859179482222276
200,30,5,(5, {'gini'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.8591795622222385
50,30,10,(5, {'gini'}),0.8555555555555555,0.056655772373253144,0.8604545454545456,0.09234770800379248,0.8666666666666666,0.0831479419283098,0.8576006191950464,0.051146419755190256,0.720718979003089,0.11301303248978471,0.8591796477777986
100,30,10,(5, {'gini'}),0.8666666666666666,0.06666666666666664,0.8604545454545456,0.09234770800379248,0.888888888888889,0.07027283689263066,0.8708359133126933,0.061459093225767765,0.7400596101595791,0.13132721860115973,0.8591797722222206
200,30,10,(5, {'gini'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.8591799188888722
50,10,5,(2, {'entropy'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.8591799999999542
100,10,5,(2, {'entropy'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.8591800788889588
200,10,5,(2, {'entropy'}),0.8888888888888887,0.0496903994999953,0.8786363636363637,0.07076325329243224,0.9111111111111111,0.08314794192830981,0.8908359133126936,0.050435935677112964,0.7856438407434342,0.1001822478018566,0.8591801600000407
50,10,10,(2, {'entropy'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.8591802444444814
100,10,10,(2, {'entropy'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.8591803222222046
200,10,10,(2, {'entropy'}),0.8666666666666666,0.06666666666666664,0.8605555555555556,0.08975962412720315,0.888888888888889,0.09938079899999065,0.8693989876652415,0.06615121529863335,0.7444674223983743,0.13227491088354154,0.8591804000000897
50,10,5,(5, {'entropy'}),0.8666666666666666,0.04444444444444441,0.865,0.08602325267042626,0.888888888888889,0.09938079899999065,0.8690291906236179,0.042682779335053773,0.7481797587807606,0.0866012460850893,0.8591804844445303
100,10,5,(5, {'entropy'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.8591805622222536
200,10,5,(5, {'entropy'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.8591806377777377
50,10,10,(5, {'entropy'}),0.8666666666666666,0.04444444444444441,0.865,0.08602325267042626,0.888888888888889,0.09938079899999065,0.8690291906236179,0.042682779335053773,0.7481797587807606,0.0866012460850893,0.8591807155556227
100,10,10,(5, {'entropy'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.8591807922222263
200,10,10,(5, {'entropy'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.8591808688889917
50,20,5,(2, {'entropy'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.8591809455555954
100,20,5,(2, {'entropy'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.8591810233333187
200,20,5,(2, {'entropy'}),0.8888888888888887,0.0496903994999953,0.8786363636363637,0.07076325329243224,0.9111111111111111,0.08314794192830981,0.8908359133126936,0.050435935677112964,0.7856438407434342,0.1001822478018566,0.8591811000000841
50,20,10,(2, {'entropy'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.8591811833334052
100,20,10,(2, {'entropy'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.8591812588888893
200,20,10,(2, {'entropy'}),0.8666666666666666,0.06666666666666664,0.8605555555555556,0.08975962412720315,0.888888888888889,0.09938079899999065,0.8693989876652415,0.06615121529863335,0.7444674223983743,0.13227491088354154,0.8591813355556547
50,20,5,(5, {'entropy'}),0.8666666666666666,0.04444444444444441,0.865,0.08602325267042626,0.888888888888889,0.09938079899999065,0.8690291906236179,0.042682779335053773,0.7481797587807606,0.0866012460850893,0.8591814200000953
100,20,5,(5, {'entropy'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.8591814977778186
200,20,5,(5, {'entropy'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.8591815722221832
50,20,10,(5, {'entropy'}),0.8666666666666666,0.04444444444444441,0.865,0.08602325267042626,0.888888888888889,0.09938079899999065,0.8690291906236179,0.042682779335053773,0.7481797587807606,0.0866012460850893,0.8591816511111877
100,20,10,(5, {'entropy'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.859181728888911
200,20,10,(5, {'entropy'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.8591818322222227
50,30,5,(2, {'entropy'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.8591819099999459
100,30,5,(2, {'entropy'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.859181987777831
200,30,5,(2, {'entropy'}),0.8888888888888887,0.0496903994999953,0.8786363636363637,0.07076325329243224,0.9111111111111111,0.08314794192830981,0.8908359133126936,0.050435935677112964,0.7856438407434342,0.1001822478018566,0.859182063333315
50,30,10,(2, {'entropy'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.8591821477777557
100,30,10,(2, {'entropy'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.8591822233334016
200,30,10,(2, {'entropy'}),0.8666666666666666,0.06666666666666664,0.8605555555555556,0.08975962412720315,0.888888888888889,0.09938079899999065,0.8693989876652415,0.06615121529863335,0.7444674223983743,0.13227491088354154,0.8591823000000053
50,30,5,(5, {'entropy'}),0.8666666666666666,0.04444444444444441,0.865,0.08602325267042626,0.888888888888889,0.09938079899999065,0.8690291906236179,0.042682779335053773,0.7481797587807606,0.0866012460850893,0.8591823799999676
100,30,5,(5, {'entropy'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.8591824577778526
200,30,5,(5, {'entropy'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.8591825322222172
50,30,10,(5, {'entropy'}),0.8666666666666666,0.04444444444444441,0.865,0.08602325267042626,0.888888888888889,0.09938079899999065,0.8690291906236179,0.042682779335053773,0.7481797587807606,0.0866012460850893,0.8591826100001021
100,30,10,(5, {'entropy'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.8591835944444433
200,30,10,(5, {'entropy'}),0.8777777777777777,0.05443310539518171,0.865,0.08602325267042626,0.9111111111111111,0.08314794192830981,0.8822644847412647,0.051774149241885475,0.7675203899372506,0.10446267769194295,0.8591836833333623
