alpha,threshold,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,mcc_mean,mcc_std
0.1,0.1,0.8894915254237288,0.055246178054239085,0.635,0.18674849396983098,0.6444444444444445,0.19876159799998128,0.6356479433878814,0.1847549818360079,0.5735428652241279,0.21580777123254108
0.1,0.2,0.8894915254237288,0.055246178054239085,0.635,0.18674849396983098,0.6444444444444445,0.19876159799998128,0.6356479433878814,0.1847549818360079,0.5735428652241279,0.21580777123254108
0.1,0.30000000000000004,0.8894915254237288,0.055246178054239085,0.635,0.18674849396983098,0.6444444444444445,0.19876159799998128,0.6356479433878814,0.1847549818360079,0.5735428652241279,0.21580777123254108
0.1,0.4,0.8928248587570622,0.0600993596745576,0.6527777777777778,0.2092572107405467,0.6444444444444445,0.19876159799998128,0.6450046685340803,0.19849825145150118,0.5845807586923157,0.2319914810086561
0.1,0.5,0.8928248587570622,0.0600993596745576,0.6527777777777778,0.2092572107405467,0.6444444444444445,0.19876159799998128,0.6450046685340803,0.19849825145150118,0.5845807586923157,0.2319914810086561
0.1,0.6,0.8928248587570622,0.0600993596745576,0.6527777777777778,0.2092572107405467,0.6444444444444445,0.19876159799998128,0.6450046685340803,0.19849825145150118,0.5845807586923157,0.2319914810086561
0.1,0.7000000000000001,0.8928248587570622,0.0600993596745576,0.6527777777777778,0.2092572107405467,0.6444444444444445,0.19876159799998128,0.6450046685340803,0.19849825145150118,0.5845807586923157,0.2319914810086561
0.1,0.8,0.8962146892655367,0.05731421920379275,0.6618686868686868,0.20181571089780703,0.6444444444444445,0.19876159799998128,0.650718954248366,0.19624916314195728,0.5915479472199807,0.22887942405341738
0.1,0.9,0.8962146892655367,0.05731421920379275,0.6618686868686868,0.20181571089780703,0.6444444444444445,0.19876159799998128,0.650718954248366,0.19624916314195728,0.5915479472199807,0.22887942405341738
0.5,0.1,0.8928813559322034,0.052472616351959024,0.6440909090909092,0.1794994187241676,0.6444444444444445,0.19876159799998128,0.6413622291021672,0.18270262455675707,0.5805100537517929,0.21291076847037133
0.5,0.2,0.8928813559322034,0.052472616351959024,0.6440909090909092,0.1794994187241676,0.6444444444444445,0.19876159799998128,0.6413622291021672,0.18270262455675707,0.5805100537517929,0.21291076847037133
0.5,0.30000000000000004,0.8962146892655367,0.049513497044816654,0.6583766233766234,0.16761367960126483,0.6444444444444445,0.19876159799998128,0.6472445820433437,0.17618705156357858,0.5894018738682923,0.20339201981685132
0.5,0.4,0.8962146892655367,0.049513497044816654,0.6583766233766234,0.16761367960126483,0.6444444444444445,0.19876159799998128,0.6472445820433437,0.17618705156357858,0.5894018738682923,0.20339201981685132
0.5,0.5,0.8962146892655367,0.049513497044816654,0.6583766233766234,0.16761367960126483,0.6444444444444445,0.19876159799998128,0.6472445820433437,0.17618705156357858,0.5894018738682923,0.20339201981685132
0.5,0.6,0.8996045197740112,0.04732317178737586,0.6692857142857143,0.16003029050011444,0.6444444444444445,0.19876159799998128,0.6535603715170278,0.1746291958326319,0.597216381975849,0.20094554935677783
0.5,0.7000000000000001,0.8996045197740112,0.04732317178737586,0.6692857142857143,0.16003029050011444,0.6444444444444445,0.19876159799998128,0.6535603715170278,0.1746291958326319,0.597216381975849,0.20094554935677783
0.5,0.8,0.8996045197740112,0.04732317178737586,0.6692857142857143,0.16003029050011444,0.6444444444444445,0.19876159799998128,0.6535603715170278,0.1746291958326319,0.597216381975849,0.20094554935677783
0.5,0.9,0.8996045197740112,0.04732317178737586,0.6692857142857143,0.16003029050011444,0.6444444444444445,0.19876159799998128,0.6535603715170278,0.1746291958326319,0.597216381975849,0.20094554935677783
1.0,0.1,0.9029378531073446,0.044950595483766086,0.6883333333333332,0.1508770654834223,0.6444444444444445,0.19876159799998128,0.6602270381836945,0.1678041678090569,0.6078953958879264,0.19093537857705745
1.0,0.2,0.9063276836158192,0.04353289737597095,0.7016666666666667,0.14390390312056636,0.6444444444444445,0.19876159799998128,0.6672445820433437,0.1670385292641256,0.6167864537812704,0.18930431904024178
1.0,0.30000000000000004,0.9063276836158192,0.04353289737597095,0.7016666666666667,0.14390390312056636,0.6444444444444445,0.19876159799998128,0.6672445820433437,0.1670385292641256,0.6167864537812704,0.18930431904024178
1.0,0.4,0.9063276836158192,0.04353289737597095,0.7016666666666667,0.14390390312056636,0.6444444444444445,0.19876159799998128,0.6672445820433437,0.1670385292641256,0.6167864537812704,0.18930431904024178
1.0,0.5,0.9063276836158192,0.04353289737597095,0.7016666666666667,0.14390390312056636,0.6444444444444445,0.19876159799998128,0.6672445820433437,0.1670385292641256,0.6167864537812704,0.18930431904024178
1.0,0.6,0.9063276836158192,0.04353289737597095,0.7016666666666667,0.14390390312056636,0.6444444444444445,0.19876159799998128,0.6672445820433437,0.1670385292641256,0.6167864537812704,0.18930431904024178
1.0,0.7000000000000001,0.9063276836158192,0.04353289737597095,0.7016666666666667,0.14390390312056636,0.6444444444444445,0.19876159799998128,0.6672445820433437,0.1670385292641256,0.6167864537812704,0.18930431904024178
1.0,0.8,0.9063276836158192,0.04353289737597095,0.7016666666666667,0.14390390312056636,0.6444444444444445,0.19876159799998128,0.6672445820433437,0.1670385292641256,0.6167864537812704,0.18930431904024178
1.0,0.9,0.9063276836158192,0.04353289737597095,0.7016666666666667,0.14390390312056636,0.6444444444444445,0.19876159799998128,0.6672445820433437,0.1670385292641256,0.6167864537812704,0.18930431904024178
