alpha,fold,threshold,accuracy,precision,recall,f1,mcc
0.1,1,0.1,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.1,1,0.2,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.1,1,0.30000000000000004,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.1,1,0.4,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.1,1,0.5,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.1,1,0.6,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.1,1,0.7000000000000001,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.1,1,0.8,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.1,1,0.9,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.1,2,0.1,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.1,2,0.2,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.1,2,0.30000000000000004,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.1,2,0.4,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.1,2,0.5,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.1,2,0.6,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.1,2,0.7000000000000001,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.1,2,0.8,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.1,2,0.9,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.1,3,0.1,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.1,3,0.2,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.1,3,0.30000000000000004,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.1,3,0.4,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.1,3,0.5,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.1,3,0.6,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.1,3,0.7000000000000001,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.1,3,0.8,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.1,3,0.9,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.1,4,0.1,0.95,0.8,0.8888888888888888,0.8421052631578947,0.8140915784106943
0.1,4,0.2,0.95,0.8,0.8888888888888888,0.8421052631578947,0.8140915784106943
0.1,4,0.30000000000000004,0.95,0.8,0.8888888888888888,0.8421052631578947,0.8140915784106943
0.1,4,0.4,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.869281045751634
0.1,4,0.5,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.869281045751634
0.1,4,0.6,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.869281045751634
0.1,4,0.7000000000000001,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.869281045751634
0.1,4,0.8,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.869281045751634
0.1,4,0.9,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.869281045751634
0.1,5,0.1,0.847457627118644,0.5,0.6666666666666666,0.5714285714285714,0.4883028940238392
0.1,5,0.2,0.847457627118644,0.5,0.6666666666666666,0.5714285714285714,0.4883028940238392
0.1,5,0.30000000000000004,0.847457627118644,0.5,0.6666666666666666,0.5714285714285714,0.4883028940238392
0.1,5,0.4,0.847457627118644,0.5,0.6666666666666666,0.5714285714285714,0.4883028940238392
0.1,5,0.5,0.847457627118644,0.5,0.6666666666666666,0.5714285714285714,0.4883028940238392
0.1,5,0.6,0.847457627118644,0.5,0.6666666666666666,0.5714285714285714,0.4883028940238392
0.1,5,0.7000000000000001,0.847457627118644,0.5,0.6666666666666666,0.5714285714285714,0.4883028940238392
0.1,5,0.8,0.864406779661017,0.5454545454545454,0.6666666666666666,0.6,0.5231388366621641
0.1,5,0.9,0.864406779661017,0.5454545454545454,0.6666666666666666,0.6,0.5231388366621641
0.5,1,0.1,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.5,1,0.2,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.5,1,0.30000000000000004,0.8666666666666667,0.5714285714285714,0.4444444444444444,0.5,0.42892362604926076
0.5,1,0.4,0.8666666666666667,0.5714285714285714,0.4444444444444444,0.5,0.42892362604926076
0.5,1,0.5,0.8666666666666667,0.5714285714285714,0.4444444444444444,0.5,0.42892362604926076
0.5,1,0.6,0.8666666666666667,0.5714285714285714,0.4444444444444444,0.5,0.42892362604926076
0.5,1,0.7000000000000001,0.8666666666666667,0.5714285714285714,0.4444444444444444,0.5,0.42892362604926076
0.5,1,0.8,0.8666666666666667,0.5714285714285714,0.4444444444444444,0.5,0.42892362604926076
0.5,1,0.9,0.8666666666666667,0.5714285714285714,0.4444444444444444,0.5,0.42892362604926076
0.5,2,0.1,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.5,2,0.2,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.5,2,0.30000000000000004,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.5,2,0.4,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.5,2,0.5,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.5,2,0.6,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.5,2,0.7000000000000001,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.5,2,0.8,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.5,2,0.9,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.5,3,0.1,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.5,3,0.2,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.5,3,0.30000000000000004,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.5,3,0.4,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.5,3,0.5,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.5,3,0.6,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.5,3,0.7000000000000001,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.5,3,0.8,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.5,3,0.9,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.5,4,0.1,0.95,0.8,0.8888888888888888,0.8421052631578947,0.8140915784106943
0.5,4,0.2,0.95,0.8,0.8888888888888888,0.8421052631578947,0.8140915784106943
0.5,4,0.30000000000000004,0.95,0.8,0.8888888888888888,0.8421052631578947,0.8140915784106943
0.5,4,0.4,0.95,0.8,0.8888888888888888,0.8421052631578947,0.8140915784106943
0.5,4,0.5,0.95,0.8,0.8888888888888888,0.8421052631578947,0.8140915784106943
0.5,4,0.6,0.95,0.8,0.8888888888888888,0.8421052631578947,0.8140915784106943
0.5,4,0.7000000000000001,0.95,0.8,0.8888888888888888,0.8421052631578947,0.8140915784106943
0.5,4,0.8,0.95,0.8,0.8888888888888888,0.8421052631578947,0.8140915784106943
0.5,4,0.9,0.95,0.8,0.8888888888888888,0.8421052631578947,0.8140915784106943
0.5,5,0.1,0.864406779661017,0.5454545454545454,0.6666666666666666,0.6,0.5231388366621641
0.5,5,0.2,0.864406779661017,0.5454545454545454,0.6666666666666666,0.6,0.5231388366621641
0.5,5,0.30000000000000004,0.864406779661017,0.5454545454545454,0.6666666666666666,0.6,0.5231388366621641
0.5,5,0.4,0.864406779661017,0.5454545454545454,0.6666666666666666,0.6,0.5231388366621641
0.5,5,0.5,0.864406779661017,0.5454545454545454,0.6666666666666666,0.6,0.5231388366621641
0.5,5,0.6,0.8813559322033898,0.6,0.6666666666666666,0.631578947368421,0.5622113771999472
0.5,5,0.7000000000000001,0.8813559322033898,0.6,0.6666666666666666,0.631578947368421,0.5622113771999472
0.5,5,0.8,0.8813559322033898,0.6,0.6666666666666666,0.631578947368421,0.5622113771999472
0.5,5,0.9,0.8813559322033898,0.6,0.6666666666666666,0.631578947368421,0.5622113771999472
1.0,1,0.1,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48231869560964785
1.0,1,0.2,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48231869560964785
